P,P,C,1B,2B,3B,SS,OF,OF,OF,,Instructions
,,,,,,,,,,,1. Locate the player you want to select in the list below 
,,,,,,,,,,,2. Copy the ID of your player (you can use the Name + ID column or the ID column) 
,,,,,,,,,,,3. Paste the ID into the roster position desired 
,,,,,,,,,,,4. You must include an ID for each player; you cannot use just the player's name 
,,,,,,,,,,,5. You can create up to 500 lineups per file 
 
,,,,,,,,,,,Position,Name + ID,Name,ID,Roster Position,Salary,Game Info,TeamAbbrev,AvgPointsPerGame
,,,,,,,,,,,RP,Jonathan Loaisiga (43212668),Jonathan Loaisiga,43212668,P,4000,LAD@ARI 06/04/2026 09:40PM ET,ARI,2.01
,,,,,,,,,,,RP,Charlie Barnes (43212669),Charlie Barnes,43212669,P,4000,LAD@ARI 06/04/2026 09:40PM ET,LAD,1.08
,,,,,,,,,,,RP,A.J. Puk (43212670),A.J. Puk,43212670,P,4000,LAD@ARI 06/04/2026 09:40PM ET,ARI,0
,,,,,,,,,,,RP,Jordan Weems (43212672),Jordan Weems,43212672,P,4000,LAD@ARI 06/04/2026 09:40PM ET,LAD,0
,,,,,,,,,,,RP,Tanner Scott (43212676),Tanner Scott,43212676,P,4000,LAD@ARI 06/04/2026 09:40PM ET,LAD,3.59
,,,,,,,,,,,RP,Jack Dreyer (43212682),Jack Dreyer,43212682,P,4000,LAD@ARI 06/04/2026 09:40PM ET,LAD,3.68
,,,,,,,,,,,RP,Ben Casparius (43212689),Ben Casparius,43212689,P,4000,LAD@ARI 06/04/2026 09:40PM ET,LAD,0.5
,,,,,,,,,,,RP,Juan Morillo (43212690),Juan Morillo,43212690,P,4000,LAD@ARI 06/04/2026 09:40PM ET,ARI,3.44
,,,,,,,,,,,RP,Taylor Rashi (43212691),Taylor Rashi,43212691,P,4000,LAD@ARI 06/04/2026 09:40PM ET,ARI,3.28
,,,,,,,,,,,RP,Blake Treinen (43212692),Blake Treinen,43212692,P,4000,LAD@ARI 06/04/2026 09:40PM ET,LAD,2.53
,,,,,,,,,,,RP,Kyle Hurt (43212694),Kyle Hurt,43212694,P,4000,LAD@ARI 06/04/2026 09:40PM ET,LAD,3.61
,,,,,,,,,,,RP,Brandyn Garcia (43212695),Brandyn Garcia,43212695,P,4000,LAD@ARI 06/04/2026 09:40PM ET,ARI,2.84
,,,,,,,,,,,RP,Brock Stewart (43212697),Brock Stewart,43212697,P,4000,LAD@ARI 06/04/2026 09:40PM ET,LAD,4.95
,,,,,,,,,,,RP,Evan Phillips (43212698),Evan Phillips,43212698,P,4000,LAD@ARI 06/04/2026 09:40PM ET,LAD,0
,,,,,,,,,,,SP,Cristian Mena (43212701),Cristian Mena,43212701,P,4000,LAD@ARI 06/04/2026 09:40PM ET,ARI,0
,,,,,,,,,,,RP,Drey Jameson (43212704),Drey Jameson,43212704,P,4000,LAD@ARI 06/04/2026 09:40PM ET,ARI,0
,,,,,,,,,,,RP,Paul Sewald (43212715),Paul Sewald,43212715,P,4000,LAD@ARI 06/04/2026 09:40PM ET,ARI,2.96
,,,,,,,,,,,RP,Philip Abner (43212716),Philip Abner,43212716,P,4000,LAD@ARI 06/04/2026 09:40PM ET,ARI,2.05
,,,,,,,,,,,RP,Justin Martinez (43212719),Justin Martinez,43212719,P,4000,LAD@ARI 06/04/2026 09:40PM ET,ARI,0
,,,,,,,,,,,RP,Jonathan Hernandez (43212723),Jonathan Hernandez,43212723,P,4000,LAD@ARI 06/04/2026 09:40PM ET,LAD,6.04
,,,,,,,,,,,RP,Andrew Saalfrank (43212726),Andrew Saalfrank,43212726,P,4000,LAD@ARI 06/04/2026 09:40PM ET,ARI,0
,,,,,,,,,,,RP,Juan Burgos (43212734),Juan Burgos,43212734,P,4000,LAD@ARI 06/04/2026 09:40PM ET,ARI,0
,,,,,,,,,,,RP,Paul Gervase (43212741),Paul Gervase,43212741,P,4000,LAD@ARI 06/04/2026 09:40PM ET,LAD,7.52
,,,,,,,,,,,RP,Will Klein (43212743),Will Klein,43212743,P,4000,LAD@ARI 06/04/2026 09:40PM ET,LAD,4.25
,,,,,,,,,,,RP,Ryan Thompson (43212744),Ryan Thompson,43212744,P,4000,LAD@ARI 06/04/2026 09:40PM ET,ARI,2.15
,,,,,,,,,,,RP,Kevin Ginkel (43212754),Kevin Ginkel,43212754,P,4000,LAD@ARI 06/04/2026 09:40PM ET,ARI,3.30
,,,,,,,,,,,RP,Edwin Diaz (43212756),Edwin Diaz,43212756,P,4000,LAD@ARI 06/04/2026 09:40PM ET,LAD,2.07
,,,,,,,,,,,RP,Andrew Hoffmann (43212757),Andrew Hoffmann,43212757,P,4000,LAD@ARI 06/04/2026 09:40PM ET,ARI,2.08
,,,,,,,,,,,RP,Edgardo Henriquez (43212762),Edgardo Henriquez,43212762,P,4000,LAD@ARI 06/04/2026 09:40PM ET,LAD,3.04
,,,,,,,,,,,RP,Alex Vesia (43212763),Alex Vesia,43212763,P,4000,LAD@ARI 06/04/2026 09:40PM ET,LAD,3.24
,,,,,,,,,,,RP,John Curtiss (43212769),John Curtiss,43212769,P,4000,LAD@ARI 06/04/2026 09:40PM ET,ARI,0
,,,,,,,,,,,1B/OF,Dominic Smith (43212331),Dominic Smith,43212331,1B/OF,4000,TOR@ATL 06/04/2026 07:15PM ET,ATL,5.67
,,,,,,,,,,,RP,Joe Jimenez (43212635),Joe Jimenez,43212635,P,4000,TOR@ATL 06/04/2026 07:15PM ET,ATL,0
,,,,,,,,,,,RP,Hayden Juenger (43212636),Hayden Juenger,43212636,P,4000,TOR@ATL 06/04/2026 07:15PM ET,TOR,-1.95
,,,,,,,,,,,RP,Jhancarlos Lara (43212647),Jhancarlos Lara,43212647,P,4000,TOR@ATL 06/04/2026 07:15PM ET,ATL,0
,,,,,,,,,,,RP,Bowden Francis (43212648),Bowden Francis,43212648,P,4000,TOR@ATL 06/04/2026 07:15PM ET,TOR,0
,,,,,,,,,,,RP,Anthony Molina (43212649),Anthony Molina,43212649,P,4000,TOR@ATL 06/04/2026 07:15PM ET,ATL,3.9
,,,,,,,,,,,RP,Daysbel Hernandez (43212655),Daysbel Hernandez,43212655,P,4000,TOR@ATL 06/04/2026 07:15PM ET,ATL,0
,,,,,,,,,,,RP,Robert Suarez (43212663),Robert Suarez,43212663,P,4000,TOR@ATL 06/04/2026 07:15PM ET,ATL,4.07
,,,,,,,,,,,RP,Braydon Fisher (43212664),Braydon Fisher,43212664,P,4000,TOR@ATL 06/04/2026 07:15PM ET,TOR,3.68
,,,,,,,,,,,RP,Chase Lee (43212671),Chase Lee,43212671,P,4000,TOR@ATL 06/04/2026 07:15PM ET,TOR,-0.03
,,,,,,,,,,,RP,Jeff Hoffman (43212675),Jeff Hoffman,43212675,P,4000,TOR@ATL 06/04/2026 07:15PM ET,TOR,3.53
,,,,,,,,,,,RP,Raisel Iglesias (43212678),Raisel Iglesias,43212678,P,4000,TOR@ATL 06/04/2026 07:15PM ET,ATL,3.99
,,,,,,,,,,,RP,Connor Seabold (43212680),Connor Seabold,43212680,P,4000,TOR@ATL 06/04/2026 07:15PM ET,TOR,3.34
,,,,,,,,,,,RP,Brendon Little (43212687),Brendon Little,43212687,P,4000,TOR@ATL 06/04/2026 07:15PM ET,TOR,-1.51
,,,,,,,,,,,RP,Yimi Garcia (43212703),Yimi Garcia,43212703,P,4000,TOR@ATL 06/04/2026 07:15PM ET,TOR,0
,,,,,,,,,,,RP,Tommy Nance (43212705),Tommy Nance,43212705,P,4000,TOR@ATL 06/04/2026 07:15PM ET,TOR,3.24
,,,,,,,,,,,RP,Tyler Rogers (43212711),Tyler Rogers,43212711,P,4000,TOR@ATL 06/04/2026 07:15PM ET,TOR,2.29
,,,,,,,,,,,RP,Rolddy Munoz (43212724),Rolddy Munoz,43212724,P,4000,TOR@ATL 06/04/2026 07:15PM ET,ATL,0.9
,,,,,,,,,,,RP,Hunter Stratton (43212725),Hunter Stratton,43212725,P,4000,TOR@ATL 06/04/2026 07:15PM ET,ATL,3.65
,,,,,,,,,,,RP,Louis Varland (43212735),Louis Varland,43212735,P,4000,TOR@ATL 06/04/2026 07:15PM ET,TOR,4.93
,,,,,,,,,,,RP,Joe Mantiply (43212739),Joe Mantiply,43212739,P,4000,TOR@ATL 06/04/2026 07:15PM ET,TOR,3.24
,,,,,,,,,,,RP,Dylan Dodd (43212745),Dylan Dodd,43212745,P,4000,TOR@ATL 06/04/2026 07:15PM ET,ATL,5.6
,,,,,,,,,,,RP,Danny Young (43212746),Danny Young,43212746,P,4000,TOR@ATL 06/04/2026 07:15PM ET,ATL,0
,,,,,,,,,,,RP,Austin Pope (43212747),Austin Pope,43212747,P,4000,TOR@ATL 06/04/2026 07:15PM ET,ATL,0
,,,,,,,,,,,RP,Tayler Scott (43212749),Tayler Scott,43212749,P,4000,TOR@ATL 06/04/2026 07:15PM ET,ATL,0
,,,,,,,,,,,RP,Tyler Kinley (43212760),Tyler Kinley,43212760,P,4000,TOR@ATL 06/04/2026 07:15PM ET,ATL,3.34
,,,,,,,,,,,RP,Dylan Lee (43212766),Dylan Lee,43212766,P,4000,TOR@ATL 06/04/2026 07:15PM ET,ATL,4.27
,,,,,,,,,,,RP,Hayden Harris (43212768),Hayden Harris,43212768,P,4000,TOR@ATL 06/04/2026 07:15PM ET,ATL,0
,,,,,,,,,,,RP,Tanner Andrews (43212771),Tanner Andrews,43212771,P,4000,TOR@ATL 06/04/2026 07:15PM ET,TOR,3.48
,,,,,,,,,,,RP,James McArthur (43212634),James McArthur,43212634,P,4000,KC@MIN 06/04/2026 07:40PM ET,KC,0
,,,,,,,,,,,RP,Beck Way (43212640),Beck Way,43212640,P,4000,KC@MIN 06/04/2026 07:40PM ET,KC,0
,,,,,,,,,,,RP,Eli Morgan (43212653),Eli Morgan,43212653,P,4000,KC@MIN 06/04/2026 07:40PM ET,KC,2.07
,,,,,,,,,,,RP,John Klein (43212657),John Klein,43212657,P,4000,KC@MIN 06/04/2026 07:40PM ET,MIN,1.85
,,,,,,,,,,,RP,Justin Lawrence (43212658),Justin Lawrence,43212658,P,4000,KC@MIN 06/04/2026 07:40PM ET,MIN,2.22
,,,,,,,,,,,RP,Taylor Rogers (43212674),Taylor Rogers,43212674,P,4000,KC@MIN 06/04/2026 07:40PM ET,MIN,1.82
,,,,,,,,,,,RP,Matt Strahm (43212679),Matt Strahm,43212679,P,4000,KC@MIN 06/04/2026 07:40PM ET,KC,2.62
,,,,,,,,,,,RP,Eric Cerantola (43212684),Eric Cerantola,43212684,P,4000,KC@MIN 06/04/2026 07:40PM ET,KC,3.6
,,,,,,,,,,,RP,Nick Mears (43212688),Nick Mears,43212688,P,4000,KC@MIN 06/04/2026 07:40PM ET,KC,2.00
,,,,,,,,,,,RP,Carlos Estevez (43212693),Carlos Estevez,43212693,P,4000,KC@MIN 06/04/2026 07:40PM ET,KC,-14.85
,,,,,,,,,,,RP,Andrew Morris (43212696),Andrew Morris,43212696,P,4000,KC@MIN 06/04/2026 07:40PM ET,MIN,3.41
,,,,,,,,,,,RP,Anthony Banda (43212700),Anthony Banda,43212700,P,4000,KC@MIN 06/04/2026 07:40PM ET,MIN,1.97
,,,,,,,,,,,RP,Steven Cruz (43212707),Steven Cruz,43212707,P,4000,KC@MIN 06/04/2026 07:40PM ET,KC,2.14
,,,,,,,,,,,RP,Cody Laweryson (43212709),Cody Laweryson,43212709,P,4000,KC@MIN 06/04/2026 07:40PM ET,MIN,3.16
,,,,,,,,,,,RP,Alex Lange (43212710),Alex Lange,43212710,P,4000,KC@MIN 06/04/2026 07:40PM ET,KC,2.69
,,,,,,,,,,,RP,Eric Orze (43212717),Eric Orze,43212717,P,4000,KC@MIN 06/04/2026 07:40PM ET,MIN,3.27
,,,,,,,,,,,RP,Cole Sands (43212720),Cole Sands,43212720,P,4000,KC@MIN 06/04/2026 07:40PM ET,MIN,2.55
,,,,,,,,,,,RP,Garrett Acton (43212722),Garrett Acton,43212722,P,4000,KC@MIN 06/04/2026 07:40PM ET,MIN,7.05
,,,,,,,,,,,RP,Lucas Erceg (43212732),Lucas Erceg,43212732,P,4000,KC@MIN 06/04/2026 07:40PM ET,KC,1.83
,,,,,,,,,,,RP,John Schreiber (43212737),John Schreiber,43212737,P,4000,KC@MIN 06/04/2026 07:40PM ET,KC,1.82
,,,,,,,,,,,RP,Kody Funderburk (43212767),Kody Funderburk,43212767,P,4000,KC@MIN 06/04/2026 07:40PM ET,MIN,1.61
,,,,,,,,,,,2B,Jose Altuve (43212442),Jose Altuve,43212442,2B,4000,PIT@HOU 06/04/2026 08:10PM ET,HOU,6.93
,,,,,,,,,,,RP,Chris Devenski (43212651),Chris Devenski,43212651,P,4000,PIT@HOU 06/04/2026 08:10PM ET,PIT,1.42
,,,,,,,,,,,RP,Steven Okert (43212659),Steven Okert,43212659,P,4000,PIT@HOU 06/04/2026 08:10PM ET,HOU,2.39
,,,,,,,,,,,RP,Alimber Santa (43212665),Alimber Santa,43212665,P,4000,PIT@HOU 06/04/2026 08:10PM ET,HOU,5.08
,,,,,,,,,,,RP,Bryan Abreu (43212667),Bryan Abreu,43212667,P,4000,PIT@HOU 06/04/2026 08:10PM ET,HOU,1.90
,,,,,,,,,,,RP,Cam Sanders (43212681),Cam Sanders,43212681,P,4000,PIT@HOU 06/04/2026 08:10PM ET,PIT,1.72
,,,,,,,,,,,RP,Brandan Bidois (43212686),Brandan Bidois,43212686,P,4000,PIT@HOU 06/04/2026 08:10PM ET,PIT,2.98
,,,,,,,,,,,RP,Josh Hader (43212699),Josh Hader,43212699,P,4000,PIT@HOU 06/04/2026 08:10PM ET,HOU,3.65
,,,,,,,,,,,RP,Evan Sisk (43212702),Evan Sisk,43212702,P,4000,PIT@HOU 06/04/2026 08:10PM ET,PIT,4.33
,,,,,,,,,,,RP,Gregory Soto (43212718),Gregory Soto,43212718,P,4000,PIT@HOU 06/04/2026 08:10PM ET,PIT,3.92
,,,,,,,,,,,RP,Yohan Ramirez (43212729),Yohan Ramirez,43212729,P,4000,PIT@HOU 06/04/2026 08:10PM ET,PIT,3.59
,,,,,,,,,,,RP,Bennett Sousa (43212730),Bennett Sousa,43212730,P,4000,PIT@HOU 06/04/2026 08:10PM ET,HOU,0.94
,,,,,,,,,,,RP,Jayden Murray (43212736),Jayden Murray,43212736,P,4000,PIT@HOU 06/04/2026 08:10PM ET,HOU,0.53
,,,,,,,,,,,RP,Isaac Mattson (43212751),Isaac Mattson,43212751,P,4000,PIT@HOU 06/04/2026 08:10PM ET,PIT,1.82
,,,,,,,,,,,RP,Dennis Santana (43212752),Dennis Santana,43212752,P,4000,PIT@HOU 06/04/2026 08:10PM ET,PIT,1.79
,,,,,,,,,,,RP,Mason Montgomery (43212759),Mason Montgomery,43212759,P,4000,PIT@HOU 06/04/2026 08:10PM ET,PIT,3.17
,,,,,,,,,,,RP,Bryan King (43212761),Bryan King,43212761,P,4000,PIT@HOU 06/04/2026 08:10PM ET,HOU,2.63
,,,,,,,,,,,RP,Logan VanWey (43212770),Logan VanWey,43212770,P,4000,PIT@HOU 06/04/2026 08:10PM ET,HOU,5.38
,,,,,,,,,,,RP,Enyel De Los Santos (43212772),Enyel De Los Santos,43212772,P,4000,PIT@HOU 06/04/2026 08:10PM ET,HOU,2.92
,,,,,,,,,,,OF,Ian Happ (43212327),Ian Happ,43212327,OF,4000,ATH@CHC 06/04/2026 08:05PM ET,CHC,8.71
,,,,,,,,,,,3B,Alex Bregman (43212329),Alex Bregman,43212329,3B,4000,ATH@CHC 06/04/2026 08:05PM ET,CHC,6.69
,,,,,,,,,,,SP,Braden Nett (43212638),Braden Nett,43212638,P,4000,ATH@CHC 06/04/2026 08:05PM ET,ATH,0
,,,,,,,,,,,RP,Kade Morris (43212639),Kade Morris,43212639,P,4000,ATH@CHC 06/04/2026 08:05PM ET,ATH,0
,,,,,,,,,,,SP,Chen Zhong-Ao Zhuang (43212645),Chen Zhong-Ao Zhuang,43212645,P,4000,ATH@CHC 06/04/2026 08:05PM ET,ATH,0
,,,,,,,,,,,SP,Henry Baez (43212646),Henry Baez,43212646,P,4000,ATH@CHC 06/04/2026 08:05PM ET,ATH,0
,,,,,,,,,,,RP,Riley Martin (43212650),Riley Martin,43212650,P,4000,ATH@CHC 06/04/2026 08:05PM ET,CHC,3.82
,,,,,,,,,,,RP,Scott Barlow (43212654),Scott Barlow,43212654,P,4000,ATH@CHC 06/04/2026 08:05PM ET,ATH,2.60
,,,,,,,,,,,RP,Doug Nikhazy (43212660),Doug Nikhazy,43212660,P,4000,ATH@CHC 06/04/2026 08:05PM ET,CHC,2.7
,,,,,,,,,,,RP,Christian Roa (43212661),Christian Roa,43212661,P,4000,ATH@CHC 06/04/2026 08:05PM ET,CHC,1.36
,,,,,,,,,,,RP,Daniel Palencia (43212673),Daniel Palencia,43212673,P,4000,ATH@CHC 06/04/2026 08:05PM ET,CHC,3.10
,,,,,,,,,,,RP,Luke Little (43212677),Luke Little,43212677,P,4000,ATH@CHC 06/04/2026 08:05PM ET,CHC,1.05
,,,,,,,,,,,RP,Joel Kuhnel (43212683),Joel Kuhnel,43212683,P,4000,ATH@CHC 06/04/2026 08:05PM ET,ATH,2.31
,,,,,,,,,,,RP,Ryan Rolison (43212685),Ryan Rolison,43212685,P,4000,ATH@CHC 06/04/2026 08:05PM ET,CHC,3.70
,,,,,,,,,,,RP,Hunter Harvey (43212706),Hunter Harvey,43212706,P,4000,ATH@CHC 06/04/2026 08:05PM ET,CHC,1.85
,,,,,,,,,,,RP,Caleb Thielbar (43212708),Caleb Thielbar,43212708,P,4000,ATH@CHC 06/04/2026 08:05PM ET,CHC,2.75
,,,,,,,,,,,RP,Justin Sterner (43212712),Justin Sterner,43212712,P,4000,ATH@CHC 06/04/2026 08:05PM ET,ATH,2.96
,,,,,,,,,,,RP,Shelby Miller (43212713),Shelby Miller,43212713,P,4000,ATH@CHC 06/04/2026 08:05PM ET,CHC,0
,,,,,,,,,,,RP,Brady Basso (43212721),Brady Basso,43212721,P,4000,ATH@CHC 06/04/2026 08:05PM ET,ATH,0.13
,,,,,,,,,,,RP,Trent Thornton (43212727),Trent Thornton,43212727,P,4000,ATH@CHC 06/04/2026 08:05PM ET,CHC,3.76
,,,,,,,,,,,RP,Phil Maton (43212728),Phil Maton,43212728,P,4000,ATH@CHC 06/04/2026 08:05PM ET,CHC,1.60
,,,,,,,,,,,RP,Elvis Alvarado (43212731),Elvis Alvarado,43212731,P,4000,ATH@CHC 06/04/2026 08:05PM ET,ATH,1.90
,,,,,,,,,,,RP,Jacob Webb (43212733),Jacob Webb,43212733,P,4000,ATH@CHC 06/04/2026 08:05PM ET,CHC,3.51
,,,,,,,,,,,RP,Luis Peralta (43212738),Luis Peralta,43212738,P,4000,ATH@CHC 06/04/2026 08:05PM ET,CHC,0
,,,,,,,,,,,RP,Mark Leiter Jr. (43212740),Mark Leiter Jr.,43212740,P,4000,ATH@CHC 06/04/2026 08:05PM ET,ATH,2.05
,,,,,,,,,,,RP,Gavin Hollowell (43212742),Gavin Hollowell,43212742,P,4000,ATH@CHC 06/04/2026 08:05PM ET,CHC,-1.85
,,,,,,,,,,,RP,Tyler Ferguson (43212748),Tyler Ferguson,43212748,P,4000,ATH@CHC 06/04/2026 08:05PM ET,CHC,-5.4
,,,,,,,,,,,RP,Hoby Milner (43212750),Hoby Milner,43212750,P,4000,ATH@CHC 06/04/2026 08:05PM ET,CHC,2.27
,,,,,,,,,,,RP,Ethan Roberts (43212753),Ethan Roberts,43212753,P,4000,ATH@CHC 06/04/2026 08:05PM ET,CHC,3.39
,,,,,,,,,,,RP,Porter Hodge (43212755),Porter Hodge,43212755,P,4000,ATH@CHC 06/04/2026 08:05PM ET,CHC,0
,,,,,,,,,,,RP,Mason Barnett (43212758),Mason Barnett,43212758,P,4000,ATH@CHC 06/04/2026 08:05PM ET,ATH,4.7
,,,,,,,,,,,RP,Michael Kelly (43212764),Michael Kelly,43212764,P,4000,ATH@CHC 06/04/2026 08:05PM ET,ATH,-1.11
,,,,,,,,,,,RP,Brooks Kriske (43212765),Brooks Kriske,43212765,P,4000,ATH@CHC 06/04/2026 08:05PM ET,ATH,4.1
,,,,,,,,,,,1B/2B,Ildemaro Vargas (43212334),Ildemaro Vargas,43212334,1B/2B,3900,LAD@ARI 06/04/2026 09:40PM ET,ARI,7.67
,,,,,,,,,,,C,Alejandro Kirk (43212443),Alejandro Kirk,43212443,C,3900,TOR@ATL 06/04/2026 07:15PM ET,TOR,6
,,,,,,,,,,,SS,Jeremy Pena (43212333),Jeremy Pena,43212333,SS,3900,PIT@HOU 06/04/2026 08:10PM ET,HOU,8.44
,,,,,,,,,,,1B,Vinnie Pasquantino (43212337),Vinnie Pasquantino,43212337,1B,3800,KC@MIN 06/04/2026 07:40PM ET,KC,6.39
,,,,,,,,,,,OF,Carlos Cortes (43212336),Carlos Cortes,43212336,OF,3800,ATH@CHC 06/04/2026 08:05PM ET,ATH,6.26
,,,,,,,,,,,3B,Zack Gelof (43212338),Zack Gelof,43212338,3B,3800,ATH@CHC 06/04/2026 08:05PM ET,ATH,6.78
,,,,,,,,,,,3B,Nolan Arenado (43212341),Nolan Arenado,43212341,3B,3700,LAD@ARI 06/04/2026 09:40PM ET,ARI,7.11
,,,,,,,,,,,C,Gabriel Moreno (43212342),Gabriel Moreno,43212342,C,3700,LAD@ARI 06/04/2026 09:40PM ET,ARI,6.76
,,,,,,,,,,,OF,Trevor Larnach (43212339),Trevor Larnach,43212339,OF,3700,KC@MIN 06/04/2026 07:40PM ET,MIN,6.24
,,,,,,,,,,,1B,Spencer Horwitz (43212340),Spencer Horwitz,43212340,1B,3700,PIT@HOU 06/04/2026 08:10PM ET,PIT,6.98
,,,,,,,,,,,3B,Max Muncy (43212444),Max Muncy,43212444,3B,3700,ATH@CHC 06/04/2026 08:05PM ET,ATH,6.69
,,,,,,,,,,,OF,Austin Martin (43212343),Austin Martin,43212343,OF,3600,KC@MIN 06/04/2026 07:40PM ET,MIN,6.07
,,,,,,,,,,,3B,Brooks Lee (43212344),Brooks Lee,43212344,3B,3600,KC@MIN 06/04/2026 07:40PM ET,MIN,6.93
,,,,,,,,,,,C,Endy Rodriguez (43212345),Endy Rodriguez,43212345,C,3600,PIT@HOU 06/04/2026 08:10PM ET,PIT,8
,,,,,,,,,,,OF,Daulton Varsho (43212346),Daulton Varsho,43212346,OF,3500,TOR@ATL 06/04/2026 07:15PM ET,TOR,6.56
,,,,,,,,,,,3B,Kazuma Okamoto (43212347),Kazuma Okamoto,43212347,3B,3500,TOR@ATL 06/04/2026 07:15PM ET,TOR,7.22
,,,,,,,,,,,C,Salvador Perez (43212348),Salvador Perez,43212348,C,3500,KC@MIN 06/04/2026 07:40PM ET,KC,5.83
,,,,,,,,,,,SS,Jacob Wilson (43212445),Jacob Wilson,43212445,SS,3500,ATH@CHC 06/04/2026 08:05PM ET,ATH,6.97
,,,,,,,,,,,2B,Tommy Edman (43212446),Tommy Edman,43212446,2B,3400,LAD@ARI 06/04/2026 09:40PM ET,LAD,0
,,,,,,,,,,,2B,Luke Keaschall (43212350),Luke Keaschall,43212350,2B,3400,KC@MIN 06/04/2026 07:40PM ET,MIN,6.64
,,,,,,,,,,,C,Carter Jensen (43212353),Carter Jensen,43212353,C,3400,KC@MIN 06/04/2026 07:40PM ET,KC,5.68
,,,,,,,,,,,3B,Nick Gonzales (43212349),Nick Gonzales,43212349,3B,3400,PIT@HOU 06/04/2026 08:10PM ET,PIT,7.14
,,,,,,,,,,,OF,Jake Mangum (43212351),Jake Mangum,43212351,OF,3400,PIT@HOU 06/04/2026 08:10PM ET,PIT,5.49
,,,,,,,,,,,SS,Dansby Swanson (43212352),Dansby Swanson,43212352,SS,3400,ATH@CHC 06/04/2026 08:05PM ET,CHC,6.49
,,,,,,,,,,,1B/3B,Jose Fernandez (43212354),Jose Fernandez,43212354,1B/3B,3300,LAD@ARI 06/04/2026 09:40PM ET,ARI,5.18
,,,,,,,,,,,3B/OF,Kike Hernandez (43212447),Kike Hernandez,43212447,3B/OF,3300,LAD@ARI 06/04/2026 09:40PM ET,LAD,15.5
,,,,,,,,,,,2B,Ernie Clement (43212359),Ernie Clement,43212359,2B,3300,TOR@ATL 06/04/2026 07:15PM ET,TOR,6.66
,,,,,,,,,,,OF,Mike Yastrzemski (43212360),Mike Yastrzemski,43212360,OF,3300,TOR@ATL 06/04/2026 07:15PM ET,ATL,5.05
,,,,,,,,,,,1B/OF,Kody Clemens (43212357),Kody Clemens,43212357,1B/OF,3300,KC@MIN 06/04/2026 07:40PM ET,MIN,6.54
,,,,,,,,,,,OF/SS,Ryan Kreidler (43212361),Ryan Kreidler,43212361,SS/OF,3300,KC@MIN 06/04/2026 07:40PM ET,MIN,5.14
,,,,,,,,,,,C,Yainer Diaz (43212449),Yainer Diaz,43212449,C,3300,PIT@HOU 06/04/2026 08:10PM ET,HOU,5.65
,,,,,,,,,,,OF,Michael Conforto (43212356),Michael Conforto,43212356,OF,3300,ATH@CHC 06/04/2026 08:05PM ET,CHC,4.92
,,,,,,,,,,,C,Moises Ballesteros (43212363),Moises Ballesteros,43212363,C,3300,ATH@CHC 06/04/2026 08:05PM ET,CHC,4.94
,,,,,,,,,,,OF,Ryan Waldschmidt (43212364),Ryan Waldschmidt,43212364,OF,3200,LAD@ARI 06/04/2026 09:40PM ET,ARI,6.28
,,,,,,,,,,,OF,Alex Call (43212366),Alex Call,43212366,OF,3200,LAD@ARI 06/04/2026 09:40PM ET,LAD,4.61
,,,,,,,,,,,OF,Lourdes Gurriel Jr. (43212450),Lourdes Gurriel Jr.,43212450,OF,3200,LAD@ARI 06/04/2026 09:40PM ET,ARI,5.4
,,,,,,,,,,,SS,Andres Gimenez (43212367),Andres Gimenez,43212367,SS,3200,TOR@ATL 06/04/2026 07:15PM ET,TOR,5.63
,,,,,,,,,,,OF,Marcell Ozuna (43212368),Marcell Ozuna,43212368,OF,3200,PIT@HOU 06/04/2026 08:10PM ET,PIT,5.49
,,,,,,,,,,,OF,Colby Thomas (43212365),Colby Thomas,43212365,OF,3200,ATH@CHC 06/04/2026 08:05PM ET,ATH,4
,,,,,,,,,,,C,Carson Kelly (43212369),Carson Kelly,43212369,C,3200,ATH@CHC 06/04/2026 08:05PM ET,CHC,5.67
,,,,,,,,,,,2B,Alex Freeland (43212374),Alex Freeland,43212374,2B,3100,LAD@ARI 06/04/2026 09:40PM ET,LAD,5.23
,,,,,,,,,,,C,Adrian Del Castillo (43212375),Adrian Del Castillo,43212375,C,3100,LAD@ARI 06/04/2026 09:40PM ET,ARI,5
,,,,,,,,,,,OF/SS,Mauricio Dubon (43212371),Mauricio Dubon,43212371,SS/OF,3100,TOR@ATL 06/04/2026 07:15PM ET,ATL,6.29
,,,,,,,,,,,C,Sean Murphy (43212452),Sean Murphy,43212452,C,3100,TOR@ATL 06/04/2026 07:15PM ET,ATL,1.25
,,,,,,,,,,,OF,Jac Caglianone (43212373),Jac Caglianone,43212373,OF,3100,KC@MIN 06/04/2026 07:40PM ET,KC,5.63
,,,,,,,,,,,2B,Jonathan India (43212453),Jonathan India,43212453,2B,3100,KC@MIN 06/04/2026 07:40PM ET,KC,5.41
,,,,,,,,,,,OF,Joey Loperfido (43212451),Joey Loperfido,43212451,OF,3100,PIT@HOU 06/04/2026 08:10PM ET,HOU,5
,,,,,,,,,,,OF,Henry Bolte (43212370),Henry Bolte,43212370,OF,3100,ATH@CHC 06/04/2026 08:05PM ET,ATH,5.47
,,,,,,,,,,,OF,Jesus Sanchez (43212377),Jesus Sanchez,43212377,OF,3000,TOR@ATL 06/04/2026 07:15PM ET,TOR,5.58
,,,,,,,,,,,SS,Jorge Mateo (43212380),Jorge Mateo,43212380,SS,3000,TOR@ATL 06/04/2026 07:15PM ET,ATL,5.84
