P,P,C,1B,2B,3B,SS,OF,OF,OF,,Instructions
,,,,,,,,,,,1. Locate the player you want to select in the list below 
,,,,,,,,,,,2. Copy the ID of your player (you can use the Name + ID column or the ID column) 
,,,,,,,,,,,3. Paste the ID into the roster position desired 
,,,,,,,,,,,4. You must include an ID for each player; you cannot use just the player's name 
,,,,,,,,,,,5. You can create up to 500 lineups per file 
 
,,,,,,,,,,,Position,Name + ID,Name,ID,Roster Position,Salary,Game Info,TeamAbbrev,AvgPointsPerGame
,,,,,,,,,,,RP,Braxton Ashcraft (43212534),Braxton Ashcraft,43212534,P,8500,PIT@HOU 06/04/2026 08:10PM ET,PIT,21.23
,,,,,,,,,,,SP,Shota Imanaga (43212284),Shota Imanaga,43212284,P,8500,ATH@CHC 06/04/2026 08:05PM ET,CHC,16.22
,,,,,,,,,,,SP,Justin Steele (43212530),Justin Steele,43212530,P,8500,ATH@CHC 06/04/2026 08:05PM ET,CHC,0
,,,,,,,,,,,SP,Michael Wacha (43212535),Michael Wacha,43212535,P,8400,KC@MIN 06/04/2026 07:40PM ET,KC,17.44
,,,,,,,,,,,SP,Justin Wrobleski (43212285),Justin Wrobleski,43212285,P,8200,LAD@ARI 06/04/2026 09:40PM ET,LAD,17
,,,,,,,,,,,SP,Merrill Kelly (43212536),Merrill Kelly,43212536,P,8200,LAD@ARI 06/04/2026 09:40PM ET,ARI,11.23
,,,,,,,,,,,SP,Emmet Sheehan (43212537),Emmet Sheehan,43212537,P,8200,LAD@ARI 06/04/2026 09:40PM ET,LAD,15.14
,,,,,,,,,,,SP,Roki Sasaki (43212538),Roki Sasaki,43212538,P,8200,LAD@ARI 06/04/2026 09:40PM ET,LAD,13.10
,,,,,,,,,,,SP,Jose Berrios (43212546),Jose Berrios,43212546,P,8000,TOR@ATL 06/04/2026 07:15PM ET,TOR,0
,,,,,,,,,,,SP,Shane Bieber (43212547),Shane Bieber,43212547,P,8000,TOR@ATL 06/04/2026 07:15PM ET,TOR,0
,,,,,,,,,,,SP,Zebby Matthews (43212541),Zebby Matthews,43212541,P,8000,KC@MIN 06/04/2026 07:40PM ET,MIN,16.22
,,,,,,,,,,,SP,Mick Abel (43212542),Mick Abel,43212542,P,8000,KC@MIN 06/04/2026 07:40PM ET,MIN,14.19
,,,,,,,,,,,SP,Ronel Blanco (43212539),Ronel Blanco,43212539,P,8000,PIT@HOU 06/04/2026 08:10PM ET,HOU,0
,,,,,,,,,,,SP,Peter Lambert (43212540),Peter Lambert,43212540,P,8000,PIT@HOU 06/04/2026 08:10PM ET,HOU,16.32
,,,,,,,,,,,RP,Ben Brown (43212543),Ben Brown,43212543,P,8000,ATH@CHC 06/04/2026 08:05PM ET,CHC,10.52
,,,,,,,,,,,SP,Edward Cabrera (43212544),Edward Cabrera,43212544,P,8000,ATH@CHC 06/04/2026 08:05PM ET,CHC,13.51
,,,,,,,,,,,SP,Matthew Boyd (43212545),Matthew Boyd,43212545,P,8000,ATH@CHC 06/04/2026 08:05PM ET,CHC,14.68
,,,,,,,,,,,RP,Seth Lugo (43212286),Seth Lugo,43212286,P,7900,KC@MIN 06/04/2026 07:40PM ET,KC,14.46
,,,,,,,,,,,RP,Stephen Kolek (43212548),Stephen Kolek,43212548,P,7900,KC@MIN 06/04/2026 07:40PM ET,KC,17.62
,,,,,,,,,,,SP,Noah Cameron (43212549),Noah Cameron,43212549,P,7900,KC@MIN 06/04/2026 07:40PM ET,KC,13.93
,,,,,,,,,,,SP,Michael Soroka (43212550),Michael Soroka,43212550,P,7700,LAD@ARI 06/04/2026 09:40PM ET,ARI,17.36
,,,,,,,,,,,SP,Eduardo Rodriguez (43212551),Eduardo Rodriguez,43212551,P,7700,LAD@ARI 06/04/2026 09:40PM ET,ARI,16.60
,,,,,,,,,,,RP,J.T. Ginn (43212287),J.T. Ginn,43212287,P,7700,ATH@CHC 06/04/2026 08:05PM ET,ATH,13.24
,,,,,,,,,,,SP,Gage Jump (43212552),Gage Jump,43212552,P,7700,ATH@CHC 06/04/2026 08:05PM ET,ATH,15.7
,,,,,,,,,,,RP,Jeffrey Springs (43212553),Jeffrey Springs,43212553,P,7700,ATH@CHC 06/04/2026 08:05PM ET,ATH,12.93
,,,,,,,,,,,RP,Grant Holmes (43212557),Grant Holmes,43212557,P,7500,TOR@ATL 06/04/2026 07:15PM ET,ATL,13.95
,,,,,,,,,,,RP,Reynaldo Lopez (43212559),Reynaldo Lopez,43212559,P,7500,TOR@ATL 06/04/2026 07:15PM ET,ATL,7.28
,,,,,,,,,,,SP,JR Ritchie (43212560),JR Ritchie,43212560,P,7500,TOR@ATL 06/04/2026 07:15PM ET,ATL,10.23
,,,,,,,,,,,RP,Martin Perez (43212561),Martin Perez,43212561,P,7500,TOR@ATL 06/04/2026 07:15PM ET,ATL,12.17
,,,,,,,,,,,SP,Jared Jones (43212288),Jared Jones,43212288,P,7500,PIT@HOU 06/04/2026 08:10PM ET,PIT,6.35
,,,,,,,,,,,SP,Brandon Walter (43212554),Brandon Walter,43212554,P,7500,PIT@HOU 06/04/2026 08:10PM ET,HOU,0
,,,,,,,,,,,SP,Mike Burrows (43212555),Mike Burrows,43212555,P,7500,PIT@HOU 06/04/2026 08:10PM ET,HOU,10.75
,,,,,,,,,,,SP,Lance McCullers Jr. (43212556),Lance McCullers Jr.,43212556,P,7500,PIT@HOU 06/04/2026 08:10PM ET,HOU,10.74
,,,,,,,,,,,SP,Mitch Keller (43212558),Mitch Keller,43212558,P,7500,PIT@HOU 06/04/2026 08:10PM ET,PIT,13.33
,,,,,,,,,,,SP,Cody Ponce (43212565),Cody Ponce,43212565,P,7000,TOR@ATL 06/04/2026 07:15PM ET,TOR,8.05
,,,,,,,,,,,SP,Max Scherzer (43212566),Max Scherzer,43212566,P,7000,TOR@ATL 06/04/2026 07:15PM ET,TOR,1.48
,,,,,,,,,,,SP,Patrick Corbin (43212567),Patrick Corbin,43212567,P,7000,TOR@ATL 06/04/2026 07:15PM ET,TOR,9.90
,,,,,,,,,,,SP,Connor Prielipp (43212562),Connor Prielipp,43212562,P,7000,KC@MIN 06/04/2026 07:40PM ET,MIN,12.69
,,,,,,,,,,,SP,David Festa (43212563),David Festa,43212563,P,7000,KC@MIN 06/04/2026 07:40PM ET,MIN,0
,,,,,,,,,,,SP,Bailey Ober (43212564),Bailey Ober,43212564,P,7000,KC@MIN 06/04/2026 07:40PM ET,MIN,12.77
,,,,,,,,,,,RP,Ryan Bergert (43212568),Ryan Bergert,43212568,P,6900,KC@MIN 06/04/2026 07:40PM ET,KC,0
,,,,,,,,,,,SP,Luis Morales (43212569),Luis Morales,43212569,P,6700,ATH@CHC 06/04/2026 08:05PM ET,ATH,-4.33
,,,,,,,,,,,RP,Jack Perkins (43212570),Jack Perkins,43212570,P,6700,ATH@CHC 06/04/2026 08:05PM ET,ATH,4.65
,,,,,,,,,,,SP,Luis Medina (43212571),Luis Medina,43212571,P,6700,ATH@CHC 06/04/2026 08:05PM ET,ATH,4.35
,,,,,,,,,,,SP,Luis Severino (43212572),Luis Severino,43212572,P,6700,ATH@CHC 06/04/2026 08:05PM ET,ATH,13.72
,,,,,,,,,,,RP,Aaron Civale (43212573),Aaron Civale,43212573,P,6700,ATH@CHC 06/04/2026 08:05PM ET,ATH,11.04
,,,,,,,,,,,RP,Jacob Lopez (43212574),Jacob Lopez,43212574,P,6700,ATH@CHC 06/04/2026 08:05PM ET,ATH,6.18
,,,,,,,,,,,1B/OF,Shohei Ohtani (43212292),Shohei Ohtani,43212292,1B/OF,6500,LAD@ARI 06/04/2026 09:40PM ET,LAD,9.48
,,,,,,,,,,,RP,Kai-Wei Teng (43212289),Kai-Wei Teng,43212289,P,6500,PIT@HOU 06/04/2026 08:10PM ET,HOU,7.76
,,,,,,,,,,,RP,Jason Alexander (43212575),Jason Alexander,43212575,P,6500,PIT@HOU 06/04/2026 08:10PM ET,HOU,4.31
,,,,,,,,,,,SP,Antwone Kelly (43212578),Antwone Kelly,43212578,P,6500,PIT@HOU 06/04/2026 08:10PM ET,PIT,0
,,,,,,,,,,,SP,Jose Urquidy (43212579),Jose Urquidy,43212579,P,6500,PIT@HOU 06/04/2026 08:10PM ET,PIT,0.81
,,,,,,,,,,,RP,Hunter Barco (43212580),Hunter Barco,43212580,P,6500,PIT@HOU 06/04/2026 08:10PM ET,PIT,1.45
,,,,,,,,,,,RP,Wilber Dotel (43212581),Wilber Dotel,43212581,P,6500,PIT@HOU 06/04/2026 08:10PM ET,PIT,9.19
,,,,,,,,,,,SP,Thomas Harrington (43212582),Thomas Harrington,43212582,P,6500,PIT@HOU 06/04/2026 08:10PM ET,PIT,0
,,,,,,,,,,,SP,Miguel Ullola (43212583),Miguel Ullola,43212583,P,6500,PIT@HOU 06/04/2026 08:10PM ET,HOU,0
,,,,,,,,,,,RP,Nate Pearson (43212584),Nate Pearson,43212584,P,6500,PIT@HOU 06/04/2026 08:10PM ET,HOU,1.94
,,,,,,,,,,,RP,AJ Blubaugh (43212585),AJ Blubaugh,43212585,P,6500,PIT@HOU 06/04/2026 08:10PM ET,HOU,3.73
,,,,,,,,,,,RP,Hayden Wesneski (43212586),Hayden Wesneski,43212586,P,6500,PIT@HOU 06/04/2026 08:10PM ET,HOU,0
,,,,,,,,,,,SP,Bubba Chandler (43212587),Bubba Chandler,43212587,P,6500,PIT@HOU 06/04/2026 08:10PM ET,PIT,10.84
,,,,,,,,,,,SP,Cristian Javier (43212588),Cristian Javier,43212588,P,6500,PIT@HOU 06/04/2026 08:10PM ET,HOU,-3.8
,,,,,,,,,,,SP,Colton Gordon (43212589),Colton Gordon,43212589,P,6500,PIT@HOU 06/04/2026 08:10PM ET,HOU,1
,,,,,,,,,,,SP,Tatsuya Imai (43212590),Tatsuya Imai,43212590,P,6500,PIT@HOU 06/04/2026 08:10PM ET,HOU,9.74
,,,,,,,,,,,RP,Ryan Weiss (43212591),Ryan Weiss,43212591,P,6500,PIT@HOU 06/04/2026 08:10PM ET,HOU,4.61
,,,,,,,,,,,RP,Carmen Mlodzinski (43212593),Carmen Mlodzinski,43212593,P,6500,PIT@HOU 06/04/2026 08:10PM ET,PIT,12.52
,,,,,,,,,,,SP,Jameson Taillon (43212576),Jameson Taillon,43212576,P,6500,ATH@CHC 06/04/2026 08:05PM ET,CHC,12.03
,,,,,,,,,,,SP,Cade Horton (43212577),Cade Horton,43212577,P,6500,ATH@CHC 06/04/2026 08:05PM ET,CHC,10.45
,,,,,,,,,,,RP,Colin Rea (43212592),Colin Rea,43212592,P,6500,ATH@CHC 06/04/2026 08:05PM ET,CHC,11.5
,,,,,,,,,,,SP,Ryne Nelson (43212290),Ryne Nelson,43212290,P,6200,LAD@ARI 06/04/2026 09:40PM ET,ARI,11.75
,,,,,,,,,,,SP,Yilber Diaz (43212594),Yilber Diaz,43212594,P,6200,LAD@ARI 06/04/2026 09:40PM ET,ARI,0
,,,,,,,,,,,SP,Brandon Pfaadt (43212595),Brandon Pfaadt,43212595,P,6200,LAD@ARI 06/04/2026 09:40PM ET,ARI,4.42
,,,,,,,,,,,OF,Oneil Cruz (43212294),Oneil Cruz,43212294,OF,6200,PIT@HOU 06/04/2026 08:10PM ET,PIT,10.73
,,,,,,,,,,,SP,Marco Raya (43212291),Marco Raya,43212291,P,6000,KC@MIN 06/04/2026 07:40PM ET,MIN,0
,,,,,,,,,,,RP,Mike Paredes (43212596),Mike Paredes,43212596,P,6000,KC@MIN 06/04/2026 07:40PM ET,MIN,9.25
,,,,,,,,,,,RP,Kendry Rojas (43212597),Kendry Rojas,43212597,P,6000,KC@MIN 06/04/2026 07:40PM ET,MIN,9.41
,,,,,,,,,,,OF,Yordan Alvarez (43212295),Yordan Alvarez,43212295,OF,6000,PIT@HOU 06/04/2026 08:10PM ET,HOU,10.47
,,,,,,,,,,,OF,Byron Buxton (43212296),Byron Buxton,43212296,OF,5900,KC@MIN 06/04/2026 07:40PM ET,MIN,9.64
,,,,,,,,,,,SP,Alec Marsh (43212598),Alec Marsh,43212598,P,5900,KC@MIN 06/04/2026 07:40PM ET,KC,0
,,,,,,,,,,,SP,Ben Kudrna (43212599),Ben Kudrna,43212599,P,5900,KC@MIN 06/04/2026 07:40PM ET,KC,0
,,,,,,,,,,,SP,Steven Zobac (43212600),Steven Zobac,43212600,P,5900,KC@MIN 06/04/2026 07:40PM ET,KC,0
,,,,,,,,,,,RP,Mitch Spence (43212601),Mitch Spence,43212601,P,5900,KC@MIN 06/04/2026 07:40PM ET,KC,-2.4
,,,,,,,,,,,RP,Daniel Lynch IV (43212602),Daniel Lynch IV,43212602,P,5900,KC@MIN 06/04/2026 07:40PM ET,KC,3.88
,,,,,,,,,,,RP,Mason Black (43212603),Mason Black,43212603,P,5900,KC@MIN 06/04/2026 07:40PM ET,KC,3.76
,,,,,,,,,,,RP,Luinder Avila (43212604),Luinder Avila,43212604,P,5900,KC@MIN 06/04/2026 07:40PM ET,KC,5.48
,,,,,,,,,,,SS,Bobby Witt Jr. (43212297),Bobby Witt Jr.,43212297,SS,5800,KC@MIN 06/04/2026 07:40PM ET,KC,9.34
,,,,,,,,,,,SP,Zac Gallen (43212605),Zac Gallen,43212605,P,5700,LAD@ARI 06/04/2026 09:40PM ET,ARI,8.21
,,,,,,,,,,,SP,Gavin Stone (43212607),Gavin Stone,43212607,P,5700,LAD@ARI 06/04/2026 09:40PM ET,LAD,0
,,,,,,,,,,,SP,River Ryan (43212608),River Ryan,43212608,P,5700,LAD@ARI 06/04/2026 09:40PM ET,LAD,0
,,,,,,,,,,,SP,Bobby Miller (43212609),Bobby Miller,43212609,P,5700,LAD@ARI 06/04/2026 09:40PM ET,LAD,0
,,,,,,,,,,,RP,Chayce McDermott (43212610),Chayce McDermott,43212610,P,5700,LAD@ARI 06/04/2026 09:40PM ET,LAD,3.65
,,,,,,,,,,,SP,Landon Knack (43212611),Landon Knack,43212611,P,5700,LAD@ARI 06/04/2026 09:40PM ET,LAD,0
,,,,,,,,,,,RP,Eric Lauer (43212615),Eric Lauer,43212615,P,5700,LAD@ARI 06/04/2026 09:40PM ET,LAD,7.68
,,,,,,,,,,,2B,Brandon Lowe (43212298),Brandon Lowe,43212298,2B,5700,PIT@HOU 06/04/2026 08:10PM ET,PIT,9.16
,,,,,,,,,,,SP,Gunnar Hoglund (43212606),Gunnar Hoglund,43212606,P,5700,ATH@CHC 06/04/2026 08:05PM ET,ATH,0
,,,,,,,,,,,SP,Joey Estes (43212612),Joey Estes,43212612,P,5700,ATH@CHC 06/04/2026 08:05PM ET,ATH,0
,,,,,,,,,,,RP,Jose Suarez (43212613),Jose Suarez,43212613,P,5700,ATH@CHC 06/04/2026 08:05PM ET,ATH,3.69
,,,,,,,,,,,RP,Hogan Harris (43212614),Hogan Harris,43212614,P,5700,ATH@CHC 06/04/2026 08:05PM ET,ATH,3.11
,,,,,,,,,,,OF,Ronald Acuna Jr. (43212299),Ronald Acuna Jr.,43212299,OF,5600,TOR@ATL 06/04/2026 07:15PM ET,ATL,9.23
,,,,,,,,,,,OF,Andy Pages (43212300),Andy Pages,43212300,OF,5500,LAD@ARI 06/04/2026 09:40PM ET,LAD,9.34
,,,,,,,,,,,RP,Joey Wentz (43212616),Joey Wentz,43212616,P,5500,TOR@ATL 06/04/2026 07:15PM ET,ATL,0
,,,,,,,,,,,SP,Jake Bloss (43212617),Jake Bloss,43212617,P,5500,TOR@ATL 06/04/2026 07:15PM ET,TOR,0
,,,,,,,,,,,SP,Ricky Tiedemann (43212618),Ricky Tiedemann,43212618,P,5500,TOR@ATL 06/04/2026 07:15PM ET,TOR,0
,,,,,,,,,,,SP,Yariel Rodriguez (43212619),Yariel Rodriguez,43212619,P,5500,TOR@ATL 06/04/2026 07:15PM ET,TOR,0.94
,,,,,,,,,,,RP,Victor Mederos (43212620),Victor Mederos,43212620,P,5500,TOR@ATL 06/04/2026 07:15PM ET,ATL,3.9
,,,,,,,,,,,RP,Didier Fuentes (43212621),Didier Fuentes,43212621,P,5500,TOR@ATL 06/04/2026 07:15PM ET,ATL,6.05
,,,,,,,,,,,RP,Spencer Miles (43212622),Spencer Miles,43212622,P,5500,TOR@ATL 06/04/2026 07:15PM ET,TOR,6.53
,,,,,,,,,,,SP,Adam Macko (43212623),Adam Macko,43212623,P,5500,TOR@ATL 06/04/2026 07:15PM ET,TOR,2.77
,,,,,,,,,,,RP,Lazaro Estrada (43212624),Lazaro Estrada,43212624,P,5500,TOR@ATL 06/04/2026 07:15PM ET,TOR,13.8
,,,,,,,,,,,SP,Carlos Carrasco (43212625),Carlos Carrasco,43212625,P,5500,TOR@ATL 06/04/2026 07:15PM ET,ATL,4.08
,,,,,,,,,,,RP,Austin Voth (43212628),Austin Voth,43212628,P,5500,TOR@ATL 06/04/2026 07:15PM ET,TOR,-2.15
,,,,,,,,,,,SP,Javier Assad (43212626),Javier Assad,43212626,P,5500,ATH@CHC 06/04/2026 08:05PM ET,CHC,5.59
,,,,,,,,,,,SP,Jordan Wicks (43212627),Jordan Wicks,43212627,P,5500,ATH@CHC 06/04/2026 08:05PM ET,CHC,-2.38
,,,,,,,,,,,OF,Corbin Carroll (43212301),Corbin Carroll,43212301,OF,5400,LAD@ARI 06/04/2026 09:40PM ET,ARI,9.31
,,,,,,,,,,,1B,Nick Kurtz (43212302),Nick Kurtz,43212302,1B,5300,ATH@CHC 06/04/2026 08:05PM ET,ATH,10.07
,,,,,,,,,,,2B,Ketel Marte (43212303),Ketel Marte,43212303,2B,5200,LAD@ARI 06/04/2026 09:40PM ET,ARI,8.12
,,,,,,,,,,,C,Shea Langeliers (43212304),Shea Langeliers,43212304,C,5100,ATH@CHC 06/04/2026 08:05PM ET,ATH,9.13
,,,,,,,,,,,1B,Freddie Freeman (43212305),Freddie Freeman,43212305,1B,5000,LAD@ARI 06/04/2026 09:40PM ET,LAD,8.24
,,,,,,,,,,,RP,Mason Fluharty (43212629),Mason Fluharty,43212629,P,5000,TOR@ATL 06/04/2026 07:15PM ET,TOR,2.62
,,,,,,,,,,,RP,Yoendrys Gomez (43212630),Yoendrys Gomez,43212630,P,5000,KC@MIN 06/04/2026 07:40PM ET,MIN,3.23
,,,,,,,,,,,RP,Travis Adams (43212631),Travis Adams,43212631,P,5000,KC@MIN 06/04/2026 07:40PM ET,MIN,3.07
,,,,,,,,,,,1B,Matt Olson (43212306),Matt Olson,43212306,1B,4900,TOR@ATL 06/04/2026 07:15PM ET,ATL,9.68
,,,,,,,,,,,OF,Kyle Tucker (43212307),Kyle Tucker,43212307,OF,4800,LAD@ARI 06/04/2026 09:40PM ET,LAD,7.70
,,,,,,,,,,,C,Drake Baldwin (43212438),Drake Baldwin,43212438,C,4800,TOR@ATL 06/04/2026 07:15PM ET,ATL,10.15
,,,,,,,,,,,C,Ryan Jeffers (43212439),Ryan Jeffers,43212439,C,4700,KC@MIN 06/04/2026 07:40PM ET,MIN,8.92
,,,,,,,,,,,1B/OF,Ryan O'Hearn (43212309),Ryan O'Hearn,43212309,1B/OF,4700,PIT@HOU 06/04/2026 08:10PM ET,PIT,8.13
,,,,,,,,,,,OF,Pete Crow-Armstrong (43212308),Pete Crow-Armstrong,43212308,OF,4700,ATH@CHC 06/04/2026 08:05PM ET,CHC,7.89
,,,,,,,,,,,2B,Ozzie Albies (43212311),Ozzie Albies,43212311,2B,4600,TOR@ATL 06/04/2026 07:15PM ET,ATL,7.87
,,,,,,,,,,,OF,Seiya Suzuki (43212312),Seiya Suzuki,43212312,OF,4600,ATH@CHC 06/04/2026 08:05PM ET,CHC,7.04
,,,,,,,,,,,3B,Max Muncy (43212313),Max Muncy,43212313,3B,4500,LAD@ARI 06/04/2026 09:40PM ET,LAD,7.70
,,,,,,,,,,,1B,Vladimir Guerrero Jr. (43212314),Vladimir Guerrero Jr.,43212314,1B,4500,TOR@ATL 06/04/2026 07:15PM ET,TOR,7.38
,,,,,,,,,,,OF,Bryan Reynolds (43212315),Bryan Reynolds,43212315,OF,4500,PIT@HOU 06/04/2026 08:10PM ET,PIT,8.5
,,,,,,,,,,,SS,Mookie Betts (43212317),Mookie Betts,43212317,SS,4400,LAD@ARI 06/04/2026 09:40PM ET,LAD,6.96
,,,,,,,,,,,OF,Brent Rooker (43212316),Brent Rooker,43212316,OF,4400,ATH@CHC 06/04/2026 08:05PM ET,ATH,6.74
,,,,,,,,,,,1B,Michael Busch (43212318),Michael Busch,43212318,1B,4400,ATH@CHC 06/04/2026 08:05PM ET,CHC,7.46
,,,,,,,,,,,OF,Teoscar Hernandez (43212440),Teoscar Hernandez,43212440,OF,4300,LAD@ARI 06/04/2026 09:40PM ET,LAD,7.63
,,,,,,,,,,,OF,Michael Harris II (43212320),Michael Harris II,43212320,OF,4300,TOR@ATL 06/04/2026 07:15PM ET,ATL,7.90
,,,,,,,,,,,3B,Maikel Garcia (43212321),Maikel Garcia,43212321,3B,4300,KC@MIN 06/04/2026 07:40PM ET,KC,7.04
,,,,,,,,,,,1B,Christian Walker (43212319),Christian Walker,43212319,1B,4300,PIT@HOU 06/04/2026 08:10PM ET,HOU,8.34
,,,,,,,,,,,C,Dalton Rushing (43212323),Dalton Rushing,43212323,C,4200,LAD@ARI 06/04/2026 09:40PM ET,LAD,6.72
,,,,,,,,,,,OF,George Springer (43212324),George Springer,43212324,OF,4200,TOR@ATL 06/04/2026 07:15PM ET,TOR,6.32
,,,,,,,,,,,SS,Konnor Griffin (43212441),Konnor Griffin,43212441,SS,4200,PIT@HOU 06/04/2026 08:10PM ET,PIT,8.18
,,,,,,,,,,,2B,Nico Hoerner (43212322),Nico Hoerner,43212322,2B,4200,ATH@CHC 06/04/2026 08:05PM ET,CHC,7.97
,,,,,,,,,,,3B,Austin Riley (43212326),Austin Riley,43212326,3B,4100,TOR@ATL 06/04/2026 07:15PM ET,ATL,6.64
,,,,,,,,,,,OF,Tyler Soderstrom (43212325),Tyler Soderstrom,43212325,OF,4100,ATH@CHC 06/04/2026 08:05PM ET,ATH,7.02
,,,,,,,,,,,RP,Justin Topa (43212714),Justin Topa,43212714,P,4000,TOR@ATL 06/04/2026 07:15PM ET,TOR,0.41
,,,,,,,,,,,C,Will Smith (43212328),Will Smith,43212328,C,4000,LAD@ARI 06/04/2026 09:40PM ET,LAD,6.28
,,,,,,,,,,,SS,Geraldo Perdomo (43212330),Geraldo Perdomo,43212330,SS,4000,LAD@ARI 06/04/2026 09:40PM ET,ARI,6.78
,,,,,,,,,,,RP,Ronan Kopp (43212632),Ronan Kopp,43212632,P,4000,LAD@ARI 06/04/2026 09:40PM ET,LAD,0
,,,,,,,,,,,SP,Mitch Bratt (43212633),Mitch Bratt,43212633,P,4000,LAD@ARI 06/04/2026 09:40PM ET,ARI,0
,,,,,,,,,,,RP,Blake Walston (43212637),Blake Walston,43212637,P,4000,LAD@ARI 06/04/2026 09:40PM ET,ARI,0
,,,,,,,,,,,SP,Dylan Ray (43212641),Dylan Ray,43212641,P,4000,LAD@ARI 06/04/2026 09:40PM ET,ARI,0
,,,,,,,,,,,RP,Jake Cousins (43212642),Jake Cousins,43212642,P,4000,LAD@ARI 06/04/2026 09:40PM ET,LAD,0
,,,,,,,,,,,SP,Kohl Drake (43212643),Kohl Drake,43212643,P,4000,LAD@ARI 06/04/2026 09:40PM ET,ARI,0
,,,,,,,,,,,RP,Brusdar Graterol (43212644),Brusdar Graterol,43212644,P,4000,LAD@ARI 06/04/2026 09:40PM ET,LAD,0
,,,,,,,,,,,RP,Taylor Clarke (43212652),Taylor Clarke,43212652,P,4000,LAD@ARI 06/04/2026 09:40PM ET,ARI,2.48
,,,,,,,,,,,RP,Kade Strowd (43212656),Kade Strowd,43212656,P,4000,LAD@ARI 06/04/2026 09:40PM ET,ARI,0
,,,,,,,,,,,RP,Wyatt Mills (43212662),Wyatt Mills,43212662,P,4000,LAD@ARI 06/04/2026 09:40PM ET,LAD,-0.78
,,,,,,,,,,,RP,Jake Eder (43212666),Jake Eder,43212666,P,4000,LAD@ARI 06/04/2026 09:40PM ET,LAD,2.65
