SlateID,Site,ContestType,LineupNum,AvgProfit,AvgPayout,ROI,WinRate,Top10Rate,ITMRate,AvgRank,MedianRank,BestRank,WorstRank
25439,draftkings,classic,4301,652.14,672.14,3260.71,1.05,5.72,71.2,832,389,1,4942
25439,draftkings,classic,3218,616.12,636.12,3080.61,1.26,4.84,56.69,1229.7,757,1,4995
25439,draftkings,classic,681,613.33,633.33,3066.64,1.06,5.13,63.85,1018,535,1,4991
25439,draftkings,classic,1322,570.34,590.34,2851.68,0.94,4.92,61.35,1115.3,600,1,4991
25439,draftkings,classic,2749,570.09,590.09,2850.43,0.96,4.85,59.66,1158.7,653,1,4997
25439,draftkings,classic,1115,561.37,581.37,2806.87,0.68,5.1,70.04,845.9,421,1,4920
25439,draftkings,classic,4377,557.5,577.5,2787.52,0.85,4.62,59.27,1147.1,683,1,4953
25439,draftkings,classic,2908,502.38,522.38,2511.88,0.68,4.27,69.58,857.3,452,1,4940
25439,draftkings,classic,2719,500.69,520.69,2503.44,0.76,4.39,64.08,985.8,578,1,4990
25439,draftkings,classic,4229,498.18,518.18,2490.9,0.68,4.31,65.76,953.7,559,1,4980
25439,draftkings,classic,4140,475.26,495.26,2376.32,0.71,4.11,66.8,917.3,513,1,4926
25439,draftkings,classic,2871,468.24,488.24,2341.18,0.63,3.91,64.08,1004.1,573,1,4982
25439,draftkings,classic,3097,468.12,488.12,2340.6,0.68,4.19,58.42,1160.7,720,1,4995
25439,draftkings,classic,943,435.99,455.99,2179.96,0.61,3.85,62.18,1113.6,594,1,4993
25439,draftkings,classic,3107,419.44,439.44,2097.2,0.55,3.66,56.94,1258.2,756,1,4990
25439,draftkings,classic,446,410.76,430.76,2053.81,0.42,4.05,69.63,861.5,434,1,4966
25439,draftkings,classic,1357,410,430,2049.99,0.57,3.61,55.59,1260.3,794,1,4994
25439,draftkings,classic,670,404.97,424.97,2024.84,0.53,3.64,62.65,1036.3,619,1,4963
25439,draftkings,classic,794,402.09,422.09,2010.46,0.67,3.24,46.96,1536.2,1119,1,4995
25439,draftkings,classic,2324,387.87,407.87,1939.37,0.59,3.38,59.7,1131.6,681,1,4964
25439,draftkings,classic,1734,386.39,406.39,1931.96,0.46,3.46,66.44,897.4,534,1,4968
25439,draftkings,classic,4497,385.45,405.45,1927.24,0.41,3.73,58.78,1187.3,701,1,5001
25439,draftkings,classic,1347,384.48,404.48,1922.41,0.55,3.26,60.73,1061.8,688,1,4966
25439,draftkings,classic,4000,380.78,400.78,1903.92,0.59,3.16,56.55,1184.8,780,1,4998
25439,draftkings,classic,2895,378.87,398.87,1894.33,0.48,3.12,64.98,990.1,539,1,4966
25439,draftkings,classic,4696,373.19,393.19,1865.95,0.52,3.22,63.36,1008.7,597,1,4940
25439,draftkings,classic,2312,372.53,392.53,1862.66,0.67,3.02,46.04,1536.2,1154,1,4999
25439,draftkings,classic,2466,370.2,390.2,1850.98,0.58,3.14,55.12,1251,821,1,4986
25439,draftkings,classic,1048,365.74,385.74,1828.69,0.61,3.08,53.03,1347.2,882,1,4999
25439,draftkings,classic,1450,352.26,372.26,1761.28,0.51,2.93,57.16,1174.1,752,1,4957
25439,draftkings,classic,1666,349.47,369.47,1747.33,0.49,3.16,50.8,1404.1,967,1,4995
25439,draftkings,classic,3725,345.52,365.52,1727.59,0.53,2.87,53.16,1327.4,877,1,4969
25439,draftkings,classic,4951,344.21,364.21,1721.06,0.35,2.94,64.67,960.5,577,1,4925
25439,draftkings,classic,3370,337.01,357.01,1685.03,0.43,2.85,53.04,1309.5,885,1,4992
25439,draftkings,classic,2200,332.29,352.29,1661.43,0.33,3.2,58.93,1143,703,1,5000
25439,draftkings,classic,645,325.17,345.17,1625.86,0.46,2.4,61.42,1062.6,658,1,4954
25439,draftkings,classic,1558,322.23,342.23,1611.13,0.42,2.75,55.73,1214.6,794,1,4947
25439,draftkings,classic,2463,321.05,341.05,1605.26,0.41,2.63,54.13,1253.6,871,1,4998
25439,draftkings,classic,2568,319.08,339.08,1595.4,0.35,2.79,53.29,1353.3,874,1,4989
25439,draftkings,classic,1735,313.72,333.72,1568.62,0.43,2.62,54,1256.3,870,1,4983
25439,draftkings,classic,2027,308.24,328.24,1541.21,0.58,2.25,43.11,1664.2,1300,1,4996
25439,draftkings,classic,2233,306.09,326.09,1530.45,0.35,2.85,55.1,1253.7,832,1,4982
25439,draftkings,classic,119,301.02,321.02,1505.1,0.39,2.62,53.38,1354.9,875,1,4989
25439,draftkings,classic,2208,294.48,314.48,1472.39,0.45,2.51,45.04,1610.6,1204,1,5000
25439,draftkings,classic,2940,294.22,314.22,1471.1,0.35,2.53,53.97,1336.8,858,1,4994
25439,draftkings,classic,4184,288.76,308.76,1443.79,0.41,2.41,54.27,1287.9,851,1,4996
25439,draftkings,classic,255,287.18,307.18,1435.92,0.29,2.41,57.7,1174.1,738,1,4983
25439,draftkings,classic,242,285.09,305.09,1425.47,0.34,2.6,51.35,1410.7,943,1,4990
25439,draftkings,classic,679,278.23,298.23,1391.15,0.25,2.39,61.36,1042.3,685,1,4846
25439,draftkings,classic,142,276.08,296.08,1380.4,0.17,2.62,65.65,976.2,532,1,4958
25439,draftkings,classic,4335,275.2,295.2,1375.99,0.29,2.23,63.7,996.7,590,1,4995
25439,draftkings,classic,360,274.47,294.47,1372.35,0.44,2.16,44.51,1582.3,1205,1,4992
25439,draftkings,classic,4299,273.22,293.22,1366.09,0.37,2.33,45.59,1577,1169,1,4991
25439,draftkings,classic,4753,270.57,290.57,1352.84,0.2,2.27,69.69,850,495,1,4915
25439,draftkings,classic,4882,269.92,289.92,1349.62,0.27,2.34,63.7,969.1,612,1,4883
25439,draftkings,classic,2110,268.71,288.71,1343.56,0.31,2.39,61.37,1024.1,688,1,4966
25439,draftkings,classic,4030,267.11,287.11,1335.56,0.34,2.41,47.63,1480.8,1101,1,4991
25439,draftkings,classic,4060,260.08,280.08,1300.4,0.34,2.14,50.56,1356.2,981,1,4960
25439,draftkings,classic,3598,257.46,277.46,1287.28,0.2,2.26,64.69,971.1,580,1,4895
25439,draftkings,classic,3131,256.86,276.86,1284.31,0.42,2.12,49.81,1392.5,1005,1,5001
25439,draftkings,classic,1765,254.48,274.48,1272.42,0.25,2.21,51.89,1417,921,1,5000
25439,draftkings,classic,3566,254.2,274.2,1270.99,0.22,2.3,55.47,1211.1,830,1,4991
25439,draftkings,classic,4275,254.03,274.03,1270.13,0.31,2.1,59.64,1126.5,687,1,4995
25439,draftkings,classic,522,253.62,273.62,1268.09,0.25,2.33,57.83,1199.5,739,1,4962
25439,draftkings,classic,3406,253.08,273.08,1265.4,0.29,1.95,56.03,1216.8,799,1,4977
25439,draftkings,classic,4107,249.42,269.42,1247.08,0.26,2.1,58.29,1125.3,766,1,4988
25439,draftkings,classic,1102,249.22,269.22,1246.11,0.26,2.07,56.59,1246.3,778,1,4994
25439,draftkings,classic,4763,248.74,268.74,1243.72,0.3,2.13,51.2,1342.1,955,1,4973
25439,draftkings,classic,3592,246.78,266.78,1233.92,0.31,2.11,51.31,1413.3,950,1,4997
25439,draftkings,classic,2387,242.4,262.4,1212.02,0.29,2.03,57.16,1181,781,1,4982
25439,draftkings,classic,3256,240.65,260.65,1203.27,0.26,2.27,45.72,1580.7,1176,1,4994
25439,draftkings,classic,3783,235.8,255.8,1178.97,0.22,2.13,52.01,1393,916,1,5001
25439,draftkings,classic,3873,235.32,255.32,1176.61,0.26,1.68,62.27,1007.2,652,1,4968
25439,draftkings,classic,4626,233.02,253.02,1165.11,0.29,1.95,46.82,1546,1121,1,4994
25439,draftkings,classic,3289,231.61,251.61,1158.03,0.23,1.82,58.4,1175.1,723,1,4990
25439,draftkings,classic,989,231.01,251.01,1155.04,0.23,1.97,54.25,1291.6,848,1,4994
25439,draftkings,classic,4978,230.38,250.38,1151.9,0.16,1.98,65.39,975.4,559,1,4968
25439,draftkings,classic,4511,228.05,248.05,1140.26,0.26,1.93,47.22,1533.5,1114,1,4998
25439,draftkings,classic,1297,227.89,247.89,1139.45,0.21,1.84,59.63,1138.6,705,1,4967
25439,draftkings,classic,3898,226.99,246.99,1134.93,0.27,1.8,55.02,1199.6,843,1,4985
25439,draftkings,classic,1084,226.65,246.65,1133.26,0.3,1.95,48.71,1402.8,1042,1,4995
25439,draftkings,classic,4113,226.58,246.58,1132.92,0.23,1.79,58.54,1147.2,747,1,4966
25439,draftkings,classic,1790,225.64,245.64,1128.18,0.2,1.95,65.02,941.7,590,1,4915
25439,draftkings,classic,4598,225.53,245.53,1127.64,0.24,2.07,54.75,1250,840,1,4971
25439,draftkings,classic,728,224.91,244.91,1124.56,0.29,1.95,51.78,1296.4,948,1,4986
25439,draftkings,classic,2872,224.64,244.64,1123.21,0.25,2.07,48.1,1462.5,1075,1,4991
25439,draftkings,classic,1000,223.46,243.46,1117.32,0.27,1.75,53.15,1254.7,902,1,4968
25439,draftkings,classic,357,222.65,242.65,1113.24,0.21,1.82,62.65,1036.5,631,1,4962
25439,draftkings,classic,4002,222.03,242.03,1110.16,0.18,1.83,57.13,1137.2,787,1,4937
25439,draftkings,classic,3229,221.17,241.17,1105.84,0.19,1.76,64.71,948.4,599,1,4883
25439,draftkings,classic,830,219.54,239.54,1097.71,0.24,1.94,48.52,1434.6,1061,1,4969
25439,draftkings,classic,4968,217.81,237.81,1089.04,0.3,1.66,53.07,1275.1,905,1,4997
25439,draftkings,classic,36,215.86,235.86,1079.29,0.23,1.68,57.87,1131.2,773,1,4910
25439,draftkings,classic,4192,212.16,232.16,1060.8,0.29,1.66,47.79,1448.2,1079,1,4996
25439,draftkings,classic,1131,210.09,230.09,1050.44,0.17,1.98,55.88,1202.5,823,1,4984
25439,draftkings,classic,204,209.74,229.74,1048.72,0.2,1.76,51.31,1328.5,950,1,4985
25439,draftkings,classic,3949,209.69,229.69,1048.46,0.22,1.87,47.31,1474.9,1099,1,4999
25439,draftkings,classic,2774,209.07,229.07,1045.34,0.2,1.7,52.33,1392.7,919,1,4998
25439,draftkings,classic,3756,208.48,228.48,1042.42,0.27,1.87,44.72,1551.9,1192,1,4988
25439,draftkings,classic,4730,207.34,227.34,1036.71,0.23,1.79,50.95,1352.5,968,1,4997
25439,draftkings,classic,2502,206.4,226.4,1032.02,0.3,1.67,45.54,1519.3,1161,1,4982
25439,draftkings,classic,4441,205.8,225.8,1028.99,0.2,1.63,54.03,1307.9,858,1,4991
25439,draftkings,classic,4590,205.58,225.58,1027.9,0.17,1.82,55.07,1238.2,829,1,4980
25439,draftkings,classic,1731,205.06,225.06,1025.28,0.23,1.69,54.54,1221.6,856,1,4990
25439,draftkings,classic,3025,205,225,1024.99,0.2,1.88,50.87,1349.3,972,1,4988
25439,draftkings,classic,3021,204.15,224.15,1020.76,0.19,1.79,57.33,1157.9,780,1,4947
25439,draftkings,classic,3567,202.84,222.84,1014.22,0.18,1.65,54.33,1279.8,852,1,4970
25439,draftkings,classic,3685,202.36,222.36,1011.78,0.22,1.7,45.12,1553.7,1190,1,5000
25439,draftkings,classic,625,201.94,221.94,1009.69,0.13,1.72,60.8,1081.3,676,1,4965
25439,draftkings,classic,1087,201.39,221.39,1006.97,0.26,1.71,42.28,1694,1330,1,4989
25439,draftkings,classic,4282,200.17,220.17,1000.85,0.2,1.75,45.95,1592.7,1177,1,5000
25439,draftkings,classic,4569,200.05,220.05,1000.25,0.17,1.7,55.53,1193,824,1,4966
25439,draftkings,classic,2260,197.87,217.87,989.35,0.16,1.51,58.47,1138.2,739,1,5000
25439,draftkings,classic,1449,197.69,217.69,988.46,0.14,1.64,60.19,1104.3,690,1,4977
25439,draftkings,classic,998,197.48,217.48,987.39,0.18,1.38,53.37,1291.2,899,1,4997
25439,draftkings,classic,843,195.42,215.42,977.1,0.07,1.86,60.43,1113,682,1,4964
25439,draftkings,classic,869,195.42,215.42,977.1,0.21,1.53,51.97,1320,937,1,4999
25439,draftkings,classic,4854,195.24,215.24,976.21,0.19,1.71,50.63,1397.7,972,1,5001
25439,draftkings,classic,3114,194.38,214.38,971.89,0.18,1.79,45.82,1487.1,1142,1,4997
25439,draftkings,classic,2255,193.85,213.85,969.25,0.23,1.69,46.98,1493.8,1106,1,4997
25439,draftkings,classic,4839,193.78,213.78,968.91,0.22,1.59,53.11,1284.8,895,1,4967
25439,draftkings,classic,2440,193.59,213.59,967.93,0.22,1.43,52.93,1283.3,902,1,4992
25439,draftkings,classic,3446,193.51,213.51,967.55,0.27,1.66,42.58,1704.2,1330,1,5001
25439,draftkings,classic,1742,192.2,212.2,961.01,0.19,1.7,49.66,1406.1,1016,1,4987
25439,draftkings,classic,2996,191.41,211.41,957.06,0.15,1.4,54.69,1267.3,840,1,5001
25439,draftkings,classic,2040,185.98,205.98,929.91,0.14,1.51,60.06,1070.6,706,1,4870
25439,draftkings,classic,4022,185.19,205.19,925.97,0.18,1.35,60.84,1085.5,683,1,4944
25439,draftkings,classic,3017,182.62,202.62,913.09,0.29,1.51,37.79,1838.7,1544,1,5001
25439,draftkings,classic,1907,182.51,202.51,912.53,0.15,1.62,52.17,1302.4,926,1,4970
25439,draftkings,classic,4152,181.56,201.56,907.81,0.16,1.34,57.43,1183.7,755,1,4984
25439,draftkings,classic,3155,181.25,201.25,906.24,0.12,1.48,58.99,1141.3,721,1,4993
25439,draftkings,classic,4687,181.24,201.24,906.22,0.17,1.59,46.83,1470.3,1121,1,4953
25439,draftkings,classic,1130,181.18,201.18,905.89,0.21,1.43,49.85,1411.4,1004,1,4987
25439,draftkings,classic,2078,180.62,200.62,903.11,0.21,1.34,54.87,1190,856,1,4997
25439,draftkings,classic,1026,178.26,198.26,891.29,0.19,1.27,57.61,1095.5,786,1,4866
25439,draftkings,classic,2594,176.16,196.16,880.78,0.13,1.29,54.73,1274.9,844,1,4982
25439,draftkings,classic,1011,174.45,194.45,872.27,0.15,1.37,55.46,1210.1,834,1,4928
25439,draftkings,classic,3985,174.12,194.12,870.58,0.12,1.56,54.55,1275,851,1,4988
25439,draftkings,classic,1940,173.55,193.55,867.76,0.2,1.33,47.36,1411.5,1081,1,4990
25439,draftkings,classic,2900,172.29,192.29,861.47,0.19,1.22,55.45,1152.6,842,1,4815
25439,draftkings,classic,1268,171.94,191.94,859.7,0.18,1.48,46.18,1490.7,1159,1,4992
25439,draftkings,classic,1295,171.63,191.63,858.17,0.14,1.45,52.44,1380,913,1,4990
25439,draftkings,classic,3829,170.74,190.74,853.71,0.09,1.69,50.37,1466.3,984,1,4996
25439,draftkings,classic,2692,170.59,190.59,852.94,0.18,1.34,52.39,1245.4,920,1,4979
25439,draftkings,classic,4233,169.98,189.98,849.89,0.08,1.42,57.03,1192.5,780,1,4952
25439,draftkings,classic,1042,169.05,189.05,845.23,0.17,1.43,49.58,1357.5,1017,1,4961
25439,draftkings,classic,3705,168.86,188.86,844.32,0.18,1.26,51.19,1324.9,960,1,4978
25439,draftkings,classic,2728,167.84,187.84,839.21,0.14,1.44,51,1381.5,967,1,4969
25439,draftkings,classic,377,167.05,187.05,835.24,0.2,1.24,53.05,1250.5,909,1,4999
25439,draftkings,classic,3591,166.46,186.46,832.29,0.18,1.3,53.1,1307.4,900,1,4973
25439,draftkings,classic,859,165.94,185.94,829.7,0.18,1.2,54.44,1194.2,885,1,4879
25439,draftkings,classic,3246,165.52,185.52,827.63,0.15,1.42,50.05,1358.1,997,1,4973
25439,draftkings,classic,1161,163.5,183.5,817.51,0.14,1.06,57.86,1096.9,790,1,4953
25439,draftkings,classic,2450,162.03,182.03,810.13,0.2,1.26,49.65,1341.3,1012,1,4973
25439,draftkings,classic,1710,161.39,181.39,806.94,0.2,1.32,40.17,1646.9,1357,1,5001
25439,draftkings,classic,4945,159.39,179.39,796.94,0.08,1.34,50.31,1374.7,994,1,4986
25439,draftkings,classic,1831,157.94,177.94,789.71,0.16,1.23,50.34,1325.7,988,1,4964
25439,draftkings,classic,1058,157.91,177.91,789.54,0.24,1.35,34.86,1960.2,1689,1,4997
25439,draftkings,classic,4564,157.42,177.42,787.11,0.11,1.16,48.89,1466.7,1043,1,4992
25439,draftkings,classic,4242,156.37,176.37,781.86,0.11,1.44,52,1321.8,929,1,4978
25439,draftkings,classic,4460,155.1,175.1,775.52,0.14,1.22,48.88,1380.4,1035,1,4933
25439,draftkings,classic,2281,153.4,173.4,767.01,0.1,1.31,55.8,1193.7,833,1,4985
25439,draftkings,classic,1255,153.23,173.23,766.16,0.06,1.11,58.71,1146.4,744,1,4993
25439,draftkings,classic,619,153.04,173.04,765.2,0.09,1.44,47.84,1474.5,1083,1,4983
25439,draftkings,classic,1454,152.6,172.6,763,0.14,1.41,46.22,1473.5,1137,1,4973
25439,draftkings,classic,2934,152.23,172.23,761.16,0.14,1.05,55.78,1142.1,846,1,4913
25439,draftkings,classic,2402,152.13,172.13,760.64,0.15,1.2,57.49,1095.8,782,1,4919
25439,draftkings,classic,931,152.09,172.09,760.46,0.12,1.17,57.69,1150.1,780,1,4983
25439,draftkings,classic,4549,151.88,171.88,759.4,0.17,1.14,49.17,1387.2,1026,1,4971
25439,draftkings,classic,1054,149.37,169.37,746.86,0.2,1.27,39.75,1722.6,1408,1,4999
25439,draftkings,classic,566,147.87,167.87,739.34,0.26,1.18,37.25,1783.2,1518,1,4998
25439,draftkings,classic,3427,147.1,167.1,735.49,0.14,1.06,52.21,1325.6,923,1,4979
25439,draftkings,classic,4664,146.49,166.49,732.45,0.15,1.17,46.17,1563,1141,1,5000
25439,draftkings,classic,4403,146.46,166.46,732.32,0.09,1.24,48.85,1449.8,1044,1,4990
25439,draftkings,classic,769,146.22,166.22,731.11,0.11,1.19,49.09,1369.2,1027,1,4986
25439,draftkings,classic,1372,145.93,165.93,729.64,0.11,1.13,49.17,1416.6,1030,1,4989
25439,draftkings,classic,3401,145.93,165.93,729.64,0.16,1.16,46.65,1437.4,1117,1,4986
25439,draftkings,classic,31,145.49,165.49,727.44,0.09,1.07,50.64,1289.6,984,1,4995
25439,draftkings,classic,3716,145.3,165.3,726.52,0.1,1.28,52.09,1322.8,930,1,4991
25439,draftkings,classic,850,144.7,164.7,723.52,0.22,1.16,36.35,1891.3,1606,1,4993
25439,draftkings,classic,1791,144.25,164.25,721.27,0.09,1.19,51.35,1371.9,953,1,4992
25439,draftkings,classic,4896,143.96,163.96,719.8,0.09,1.05,56.46,1183.1,805,1,4992
25439,draftkings,classic,1238,143.54,163.54,717.72,0.12,1.2,49.38,1333.3,1016,1,4962
25439,draftkings,classic,2267,143.05,163.05,715.23,0.1,1.16,54.03,1225,881,1,4957
25439,draftkings,classic,2146,142.31,162.31,711.54,0.17,1.09,46.37,1472.5,1127,1,4990
25439,draftkings,classic,4294,142.15,162.15,710.76,0.12,1.25,49.11,1458,1041,1,4997
25439,draftkings,classic,4404,142,162,710.01,0.08,1.02,58.3,1109,774,1,4924
25439,draftkings,classic,2134,141.94,161.94,709.68,0.13,1.11,46.01,1503.9,1151,1,5000
25439,draftkings,classic,3206,138.83,158.83,694.15,0.15,1.07,47.3,1492,1091,1,4989
25439,draftkings,classic,4961,137.36,157.36,686.78,0.15,1,50.3,1278.7,990,1,4900
25439,draftkings,classic,3378,136.93,156.93,684.63,0.15,1.06,45.74,1527.4,1157,1,4996
25439,draftkings,classic,4851,136.85,156.85,684.25,0.11,1.06,46.88,1437.2,1107,1,4994
25439,draftkings,classic,872,135.87,155.87,679.34,0.12,1.11,46.69,1428.4,1107,1,4943
25439,draftkings,classic,2811,134.93,154.93,674.64,0.08,0.93,55.89,1217.1,816,1,4990
25439,draftkings,classic,2504,134.59,154.59,672.96,0.12,1.16,45.7,1469.1,1140,1,4986
25439,draftkings,classic,2773,134.41,154.41,672.03,0.11,1.09,43.4,1589.4,1254,1,4999
25439,draftkings,classic,3545,134.11,154.11,670.54,0.1,0.99,54.17,1265.1,864,1,4941
25439,draftkings,classic,668,133.88,153.88,669.38,0.08,1.13,51.03,1307.5,973,1,4954
25439,draftkings,classic,3075,133.65,153.65,668.23,0.07,1.18,50.04,1339.9,997,1,4964
25439,draftkings,classic,1217,133.33,153.33,666.66,0.1,0.94,51.63,1330,951,1,4976
25439,draftkings,classic,1701,133.04,153.04,665.2,0.12,0.95,52.63,1256,919,1,4941
25439,draftkings,classic,4063,132.98,152.98,664.91,0.04,1.13,52.6,1339.9,914,1,4957
25439,draftkings,classic,1440,132.68,152.68,663.39,0.11,0.98,50.68,1336.7,978,1,4998
25439,draftkings,classic,3657,131.19,151.19,655.93,0.07,1.13,49.72,1414.4,1011,1,4997
25439,draftkings,classic,2298,130.73,150.73,653.66,0.11,0.99,53.43,1206.8,910,1,4908
25439,draftkings,classic,3927,130.44,150.44,652.2,0.1,1.04,43.14,1570.8,1243,1,4995
25439,draftkings,classic,2666,130.08,150.08,650.42,0.14,1.1,45.92,1471,1140,1,4983
25439,draftkings,classic,1236,129.57,149.57,647.87,0.1,1.15,50.84,1344.8,972,1,4991
25439,draftkings,classic,2510,129.24,149.24,646.21,0.1,1.03,50.71,1348.5,973,1,4971
25439,draftkings,classic,4254,128.86,148.86,644.31,0.22,1.08,32.69,2012.1,1794,1,5001
25439,draftkings,classic,506,128.51,148.51,642.54,0.1,1.1,46.24,1519.5,1142,1,4993
25439,draftkings,classic,929,128.42,148.42,642.09,0.15,0.98,41.56,1613,1309,1,4999
25439,draftkings,classic,1214,128.1,148.1,640.5,0.05,1.1,56.8,1151.3,789,1,4992
25439,draftkings,classic,1634,127.78,147.78,638.92,0.11,1.18,44.83,1489.7,1177,1,4965
25439,draftkings,classic,2766,127.66,147.66,638.32,0.06,1,53.97,1285.1,883,1,4971
25439,draftkings,classic,2102,127.5,147.5,637.52,0.07,1.07,46.27,1468.4,1129,1,4996
25439,draftkings,classic,1329,127.22,147.22,636.12,0.13,1.04,43.68,1538.6,1229,1,4976
25439,draftkings,classic,564,126.24,146.24,631.22,0.08,1.15,35.99,1893.8,1614,1,5000
25439,draftkings,classic,1040,125.82,145.82,629.1,0.17,0.93,41.71,1579.6,1300,1,4959
25439,draftkings,classic,1574,125.17,145.17,625.86,0.09,0.92,46.35,1419.2,1115,1,4975
25439,draftkings,classic,1676,124.38,144.38,621.89,0.09,1.05,45.53,1469.8,1147,1,4995
25439,draftkings,classic,1273,124.37,144.37,621.83,0.1,0.98,41.54,1617,1315,1,4991
25439,draftkings,classic,2600,124.27,144.27,621.33,0.09,1.03,46,1576.8,1158,1,5000
25439,draftkings,classic,3990,124,144,619.98,0.15,1.14,34.29,1941.9,1703,1,5001
25439,draftkings,classic,4583,123.35,143.35,616.76,0.09,0.97,49.98,1321.9,1000,1,5001
25439,draftkings,classic,1716,123.26,143.26,616.3,0.07,1.04,51.98,1349.2,932,1,4975
25439,draftkings,classic,436,122.99,142.99,614.94,0.03,1.05,53.58,1290.4,883,1,4990
25439,draftkings,classic,1530,122.5,142.5,612.52,0.16,0.73,48.93,1341.5,1029,1,4984
25439,draftkings,classic,4189,122.36,142.36,611.79,0.06,1.17,41.67,1602.6,1306,1,4994
25439,draftkings,classic,531,121.66,141.66,608.3,0.12,0.84,50.86,1283.2,977,1,4953
25439,draftkings,classic,3331,121.62,141.62,608.09,0.14,0.92,39.6,1662.7,1363,1,4995
25439,draftkings,classic,784,121.29,141.29,606.44,0.12,0.96,51.09,1315.8,970,1,4955
25439,draftkings,classic,1157,121.22,141.22,606.11,0.09,1.04,41.87,1645.3,1331,1,4994
25439,draftkings,classic,185,121.2,141.2,606.02,0.05,0.88,55.08,1227.7,834,1,4987
25439,draftkings,classic,2854,120.95,140.95,604.74,0.1,0.96,45.42,1554,1172,1,4993
25439,draftkings,classic,233,120.88,140.88,604.38,0.08,0.89,49.54,1381.6,1013,1,4977
25439,draftkings,classic,4692,120.8,140.8,604.02,0.15,0.98,34.99,1900.8,1650,1,4998
25439,draftkings,classic,3650,120.43,140.43,602.13,0.11,0.79,51.62,1297.6,950,1,4983
25439,draftkings,classic,2313,120.23,140.23,601.17,0.06,1.05,52.33,1244.7,935,1,4911
25439,draftkings,classic,4459,119.61,139.61,598.06,0.08,1.02,38.44,1779.2,1488,1,4991
25439,draftkings,classic,1349,119.58,139.58,597.89,0.11,0.94,46.38,1426.3,1118,1,4968
25439,draftkings,classic,4258,119.37,139.37,596.85,0.12,0.95,42.05,1547.5,1259,1,4991
25439,draftkings,classic,1386,118.8,138.8,593.99,0.08,0.94,40.98,1668.5,1374,1,4991
25439,draftkings,classic,654,118.49,138.49,592.45,0.05,0.91,50.53,1300.5,982,1,4984
25439,draftkings,classic,2214,118.42,138.42,592.12,0.1,1.05,37.16,1806.9,1512,1,4995
25439,draftkings,classic,2967,118.17,138.17,590.86,0.12,0.86,44.51,1526.1,1203,1,4994
25439,draftkings,classic,3528,117.84,137.84,589.17,0.1,0.77,51.52,1280.6,953,1,4906
25439,draftkings,classic,4470,117.65,137.65,588.27,0.1,0.89,49.29,1420.9,1024,1,4996
25439,draftkings,classic,4416,117.32,137.32,586.62,0.09,0.83,50.3,1344.9,990,1,4975
25439,draftkings,classic,4092,116.98,136.98,584.92,0.08,0.9,49.8,1350.5,1006,1,4971
25439,draftkings,classic,2408,116.24,136.24,581.21,0.08,0.84,49.3,1397.8,1022,1,4967
25439,draftkings,classic,4320,116.03,136.03,580.16,0.1,1.05,40.54,1647.9,1347,1,4963
25439,draftkings,classic,2057,115.88,135.88,579.39,0.06,0.9,49.96,1406.8,1000,1,4972
25439,draftkings,classic,3184,115.82,135.82,579.12,0.03,0.79,56.05,1190.8,816,1,4939
25439,draftkings,classic,4010,115.51,135.51,577.54,0.15,0.89,36.2,1841.7,1581,1,4986
25439,draftkings,classic,768,115.39,135.39,576.96,0.14,0.91,40.05,1702.6,1396,1,4979
25439,draftkings,classic,1598,115.3,135.3,576.48,0.07,0.91,49.26,1401.7,1026,1,4995
25439,draftkings,classic,3050,114.99,134.99,574.93,0.05,1,43.48,1595.2,1245,1,4979
25439,draftkings,classic,1896,114.97,134.97,574.85,0.05,1.03,43.55,1564.8,1233,1,4989
25439,draftkings,classic,4109,114.6,134.6,573.01,0.06,0.83,48.53,1445.4,1057,1,4991
25439,draftkings,classic,1320,113.88,133.88,569.4,0.05,0.73,49.08,1382.9,1033,1,4960
25439,draftkings,classic,2087,113.87,133.87,569.35,0.03,0.92,51.99,1261.7,935,1,4980
25439,draftkings,classic,338,113.2,133.2,566,0.06,0.9,53.47,1198.5,910,1,4842
25439,draftkings,classic,1643,113.18,133.18,565.92,0.1,0.73,53.56,1194.6,894,1,4861
25439,draftkings,classic,2807,112.5,132.5,562.51,0.13,1.01,28.9,2238.3,2102,1,5001
25439,draftkings,classic,1204,112.46,132.46,562.3,0.07,0.95,42.28,1708.3,1340,1,5001
25439,draftkings,classic,2663,112.13,132.13,560.64,0.08,0.98,46.62,1454.6,1108,1,4989
25439,draftkings,classic,2919,111.93,131.93,559.66,0.12,0.86,41.46,1599.4,1297,1,4990
25439,draftkings,classic,2184,111.52,131.52,557.59,0.11,0.83,38.32,1726.6,1473,1,4982
25439,draftkings,classic,646,111.43,131.43,557.14,0.09,0.78,46.85,1435.3,1102,1,4978
25439,draftkings,classic,1725,111.23,131.23,556.16,0.06,0.77,47.41,1410.7,1083,1,4972
25439,draftkings,classic,2273,110.6,130.6,552.99,0.04,0.77,57.21,1125.7,800,1,4908
25439,draftkings,classic,2547,110.59,130.59,552.96,0.07,0.95,43.04,1568.6,1262,1,4994
25439,draftkings,classic,3287,110.43,130.43,552.17,0.06,0.8,52.74,1221.3,916,1,4930
25439,draftkings,classic,509,110.37,130.37,551.84,0.09,0.95,43.97,1515.2,1204,1,4984
25439,draftkings,classic,734,110.28,130.28,551.4,0.02,0.88,52.7,1245.3,922,1,4942
25439,draftkings,classic,2128,110.25,130.25,551.23,0.08,0.85,44.97,1521.4,1181,1,4990
