P,P,C,1B,2B,3B,SS,OF,OF,OF,,Instructions
,,,,,,,,,,,1. Locate the player you want to select in the list below 
,,,,,,,,,,,2. Copy the ID of your player (you can use the Name + ID column or the ID column) 
,,,,,,,,,,,3. Paste the ID into the roster position desired 
,,,,,,,,,,,4. You must include an ID for each player; you cannot use just the player's name 
,,,,,,,,,,,5. You can create up to 500 lineups per file 
 
,,,,,,,,,,,Position,Name + ID,Name,ID,Roster Position,Salary,Game Info,TeamAbbrev,AvgPointsPerGame
,,,,,,,,,,,SP,Colton Gordon (43197721),Colton Gordon,43197721,P,6200,PIT@HOU 06/02/2026 08:10PM ET,HOU,1
,,,,,,,,,,,RP,Ryan Weiss (43197722),Ryan Weiss,43197722,P,6200,PIT@HOU 06/02/2026 08:10PM ET,HOU,4.61
,,,,,,,,,,,SP,Tatsuya Imai (43197723),Tatsuya Imai,43197723,P,6200,PIT@HOU 06/02/2026 08:10PM ET,HOU,9.74
,,,,,,,,,,,SP,Brandon Sproat (43197714),Brandon Sproat,43197714,P,6200,SF@MIL 06/02/2026 07:40PM ET,MIL,9.30
,,,,,,,,,,,SP,Robert Gasser (43197715),Robert Gasser,43197715,P,6200,SF@MIL 06/02/2026 07:40PM ET,MIL,5.58
,,,,,,,,,,,OF,Byron Buxton (43197069),Byron Buxton,43197069,OF,6100,CWS@MIN 06/02/2026 07:40PM ET,MIN,9.96
,,,,,,,,,,,SP,Yilber Diaz (43197733),Yilber Diaz,43197733,P,6000,LAD@ARI 06/02/2026 09:40PM ET,ARI,0
,,,,,,,,,,,SP,Brandon Pfaadt (43197734),Brandon Pfaadt,43197734,P,6000,LAD@ARI 06/02/2026 09:40PM ET,ARI,5.07
,,,,,,,,,,,SP,Drew Thorpe (43197724),Drew Thorpe,43197724,P,6000,CWS@MIN 06/02/2026 07:40PM ET,CWS,0
,,,,,,,,,,,RP,Mike Vasil (43197725),Mike Vasil,43197725,P,6000,CWS@MIN 06/02/2026 07:40PM ET,CWS,0
,,,,,,,,,,,RP,Sean Newcomb (43197726),Sean Newcomb,43197726,P,6000,CWS@MIN 06/02/2026 07:40PM ET,CWS,4.12
,,,,,,,,,,,RP,Trevor Richards (43197727),Trevor Richards,43197727,P,6000,CWS@MIN 06/02/2026 07:40PM ET,CWS,2.96
,,,,,,,,,,,SP,Erick Fedde (43197728),Erick Fedde,43197728,P,6000,CWS@MIN 06/02/2026 07:40PM ET,CWS,6.86
,,,,,,,,,,,SP,Jonathan Cannon (43197729),Jonathan Cannon,43197729,P,6000,CWS@MIN 06/02/2026 07:40PM ET,CWS,-3.8
,,,,,,,,,,,RP,Osvaldo Bido (43197730),Osvaldo Bido,43197730,P,6000,CWS@MIN 06/02/2026 07:40PM ET,CWS,2.6
,,,,,,,,,,,SP,Marco Raya (43197731),Marco Raya,43197731,P,6000,CWS@MIN 06/02/2026 07:40PM ET,MIN,0
,,,,,,,,,,,RP,Kendry Rojas (43197732),Kendry Rojas,43197732,P,6000,CWS@MIN 06/02/2026 07:40PM ET,MIN,9.41
,,,,,,,,,,,RP,Grant Taylor (43197743),Grant Taylor,43197743,P,6000,CWS@MIN 06/02/2026 07:40PM ET,CWS,5.43
,,,,,,,,,,,SP,Mike Paredes (43197744),Mike Paredes,43197744,P,6000,CWS@MIN 06/02/2026 07:40PM ET,MIN,9.25
,,,,,,,,,,,OF,Oneil Cruz (43197070),Oneil Cruz,43197070,OF,6000,PIT@HOU 06/02/2026 08:10PM ET,PIT,10.41
,,,,,,,,,,,SP,Gage Jump (43197060),Gage Jump,43197060,P,6000,ATH@CHC 06/02/2026 08:05PM ET,ATH,6.65
,,,,,,,,,,,SP,Joey Estes (43197735),Joey Estes,43197735,P,6000,ATH@CHC 06/02/2026 08:05PM ET,ATH,0
,,,,,,,,,,,SP,Luis Morales (43197736),Luis Morales,43197736,P,6000,ATH@CHC 06/02/2026 08:05PM ET,ATH,-4.33
,,,,,,,,,,,RP,Jack Perkins (43197737),Jack Perkins,43197737,P,6000,ATH@CHC 06/02/2026 08:05PM ET,ATH,4.65
,,,,,,,,,,,SP,Luis Medina (43197738),Luis Medina,43197738,P,6000,ATH@CHC 06/02/2026 08:05PM ET,ATH,4.42
,,,,,,,,,,,RP,Jose Suarez (43197739),Jose Suarez,43197739,P,6000,ATH@CHC 06/02/2026 08:05PM ET,ATH,3.65
,,,,,,,,,,,RP,Hogan Harris (43197740),Hogan Harris,43197740,P,6000,ATH@CHC 06/02/2026 08:05PM ET,ATH,2.96
,,,,,,,,,,,SP,Gunnar Hoglund (43197741),Gunnar Hoglund,43197741,P,6000,ATH@CHC 06/02/2026 08:05PM ET,ATH,0
,,,,,,,,,,,RP,Jacob Lopez (43197742),Jacob Lopez,43197742,P,6000,ATH@CHC 06/02/2026 08:05PM ET,ATH,6.18
,,,,,,,,,,,SP,Tekoah Roby (43197745),Tekoah Roby,43197745,P,5900,TEX@STL 06/02/2026 07:45PM ET,STL,0
,,,,,,,,,,,RP,Gordon Graceffo (43197746),Gordon Graceffo,43197746,P,5900,TEX@STL 06/02/2026 07:45PM ET,STL,3.28
,,,,,,,,,,,SP,Brycen Mautz (43197747),Brycen Mautz,43197747,P,5900,TEX@STL 06/02/2026 07:45PM ET,STL,3.15
,,,,,,,,,,,SP,Hunter Dobbins (43197748),Hunter Dobbins,43197748,P,5900,TEX@STL 06/02/2026 07:45PM ET,STL,9.7
,,,,,,,,,,,1B/C,Ben Rice (43197071),Ben Rice,43197071,C/1B,5900,CLE@NYY 06/02/2026 07:05PM ET,NYY,10.83
,,,,,,,,,,,SP,Eric Lauer (43197061),Eric Lauer,43197061,P,5800,LAD@ARI 06/02/2026 09:40PM ET,LAD,7.98
,,,,,,,,,,,SP,Gavin Stone (43197751),Gavin Stone,43197751,P,5800,LAD@ARI 06/02/2026 09:40PM ET,LAD,0
,,,,,,,,,,,SP,River Ryan (43197752),River Ryan,43197752,P,5800,LAD@ARI 06/02/2026 09:40PM ET,LAD,0
,,,,,,,,,,,SP,Bobby Miller (43197753),Bobby Miller,43197753,P,5800,LAD@ARI 06/02/2026 09:40PM ET,LAD,0
,,,,,,,,,,,RP,Chayce McDermott (43197754),Chayce McDermott,43197754,P,5800,LAD@ARI 06/02/2026 09:40PM ET,LAD,3.65
,,,,,,,,,,,SP,Landon Knack (43197755),Landon Knack,43197755,P,5800,LAD@ARI 06/02/2026 09:40PM ET,LAD,0
,,,,,,,,,,,SS,Elly De La Cruz (43197073),Elly De La Cruz,43197073,SS,5800,KC@CIN 06/02/2026 07:10PM ET,CIN,9.78
,,,,,,,,,,,SP,Ryan Feltner (43197749),Ryan Feltner,43197749,P,5800,COL@LAA 06/02/2026 09:38PM ET,COL,9.35
,,,,,,,,,,,RP,Tanner Gordon (43197750),Tanner Gordon,43197750,P,5800,COL@LAA 06/02/2026 09:38PM ET,COL,7.32
,,,,,,,,,,,SP,Jake Bloss (43197768),Jake Bloss,43197768,P,5700,TOR@ATL 06/02/2026 07:15PM ET,TOR,0
,,,,,,,,,,,SP,Ricky Tiedemann (43197769),Ricky Tiedemann,43197769,P,5700,TOR@ATL 06/02/2026 07:15PM ET,TOR,0
,,,,,,,,,,,SP,Yariel Rodriguez (43197770),Yariel Rodriguez,43197770,P,5700,TOR@ATL 06/02/2026 07:15PM ET,TOR,1.09
,,,,,,,,,,,RP,Mason Fluharty (43197771),Mason Fluharty,43197771,P,5700,TOR@ATL 06/02/2026 07:15PM ET,TOR,2.67
,,,,,,,,,,,RP,Spencer Miles (43197772),Spencer Miles,43197772,P,5700,TOR@ATL 06/02/2026 07:15PM ET,TOR,6.53
,,,,,,,,,,,RP,Lazaro Estrada (43197773),Lazaro Estrada,43197773,P,5700,TOR@ATL 06/02/2026 07:15PM ET,TOR,13.8
,,,,,,,,,,,SP,Adam Macko (43197774),Adam Macko,43197774,P,5700,TOR@ATL 06/02/2026 07:15PM ET,TOR,3.58
,,,,,,,,,,,OF,Mike Trout (43197074),Mike Trout,43197074,OF,5700,COL@LAA 06/02/2026 09:38PM ET,LAA,9.47
,,,,,,,,,,,RP,Ryan Johnson (43197763),Ryan Johnson,43197763,P,5700,COL@LAA 06/02/2026 09:38PM ET,LAA,-3.11
,,,,,,,,,,,SP,Caden Dana (43197764),Caden Dana,43197764,P,5700,COL@LAA 06/02/2026 09:38PM ET,LAA,0
,,,,,,,,,,,RP,Sam Aldegheri (43197765),Sam Aldegheri,43197765,P,5700,COL@LAA 06/02/2026 09:38PM ET,LAA,4.68
,,,,,,,,,,,SP,George Klassen (43197766),George Klassen,43197766,P,5700,COL@LAA 06/02/2026 09:38PM ET,LAA,0.15
,,,,,,,,,,,SP,Jack Kochanowicz (43197767),Jack Kochanowicz,43197767,P,5700,COL@LAA 06/02/2026 09:38PM ET,LAA,9.15
,,,,,,,,,,,RP,Carson Seymour (43197756),Carson Seymour,43197756,P,5700,SF@MIL 06/02/2026 07:40PM ET,SF,0
,,,,,,,,,,,SP,Dylan Smith (43197757),Dylan Smith,43197757,P,5700,SF@MIL 06/02/2026 07:40PM ET,SF,0.9
,,,,,,,,,,,RP,Jose Butto (43197758),Jose Butto,43197758,P,5700,SF@MIL 06/02/2026 07:40PM ET,SF,-0.5
,,,,,,,,,,,SP,Caleb Kilian (43197759),Caleb Kilian,43197759,P,5700,SF@MIL 06/02/2026 07:40PM ET,SF,3.50
,,,,,,,,,,,RP,Hayden Birdsong (43197760),Hayden Birdsong,43197760,P,5700,SF@MIL 06/02/2026 07:40PM ET,SF,0
,,,,,,,,,,,SP,Adrian Houser (43197761),Adrian Houser,43197761,P,5700,SF@MIL 06/02/2026 07:40PM ET,SF,7.29
,,,,,,,,,,,RP,JT Brubaker (43197762),JT Brubaker,43197762,P,5700,SF@MIL 06/02/2026 07:40PM ET,SF,3.50
,,,,,,,,,,,OF,Corbin Carroll (43197075),Corbin Carroll,43197075,OF,5600,LAD@ARI 06/02/2026 09:40PM ET,ARI,9.34
,,,,,,,,,,,2B,Brandon Lowe (43197076),Brandon Lowe,43197076,2B,5600,PIT@HOU 06/02/2026 08:10PM ET,PIT,9.09
,,,,,,,,,,,OF,Andy Pages (43197078),Andy Pages,43197078,OF,5500,LAD@ARI 06/02/2026 09:40PM ET,LAD,9.42
,,,,,,,,,,,SS,Bobby Witt Jr. (43197077),Bobby Witt Jr.,43197077,SS,5500,KC@CIN 06/02/2026 07:10PM ET,KC,9.22
,,,,,,,,,,,SP,Jonah Tong (43197062),Jonah Tong,43197062,P,5500,NYM@SEA 06/02/2026 09:40PM ET,NYM,10.1
,,,,,,,,,,,SP,Zach Thornton (43197776),Zach Thornton,43197776,P,5500,NYM@SEA 06/02/2026 09:40PM ET,NYM,4.15
,,,,,,,,,,,SP,Tobias Myers (43197777),Tobias Myers,43197777,P,5500,NYM@SEA 06/02/2026 09:40PM ET,NYM,3.77
,,,,,,,,,,,SP,Sean Manaea (43197778),Sean Manaea,43197778,P,5500,NYM@SEA 06/02/2026 09:40PM ET,NYM,7.01
,,,,,,,,,,,SP,David Peterson (43197779),David Peterson,43197779,P,5500,NYM@SEA 06/02/2026 09:40PM ET,NYM,10.05
,,,,,,,,,,,2B,Brice Turang (43197079),Brice Turang,43197079,2B,5500,SF@MIL 06/02/2026 07:40PM ET,MIL,9.87
,,,,,,,,,,,SP,Elmer Rodriguez (43197775),Elmer Rodriguez,43197775,P,5500,CLE@NYY 06/02/2026 07:05PM ET,NYY,4.35
,,,,,,,,,,,SP,Daniel Espino (43197780),Daniel Espino,43197780,P,5500,CLE@NYY 06/02/2026 07:05PM ET,CLE,0
,,,,,,,,,,,OF,Ronald Acuna Jr. (43197081),Ronald Acuna Jr.,43197081,OF,5400,TOR@ATL 06/02/2026 07:15PM ET,ATL,9.33
,,,,,,,,,,,1B,Nick Kurtz (43197080),Nick Kurtz,43197080,1B,5400,ATH@CHC 06/02/2026 08:05PM ET,ATH,10.02
,,,,,,,,,,,2B,Ketel Marte (43197083),Ketel Marte,43197083,2B,5300,LAD@ARI 06/02/2026 09:40PM ET,ARI,8.16
,,,,,,,,,,,OF,JJ Bleday (43197084),JJ Bleday,43197084,OF,5300,KC@CIN 06/02/2026 07:10PM ET,CIN,10.58
,,,,,,,,,,,SP,Alec Marsh (43197781),Alec Marsh,43197781,P,5300,KC@CIN 06/02/2026 07:10PM ET,KC,0
,,,,,,,,,,,SP,Ben Kudrna (43197782),Ben Kudrna,43197782,P,5300,KC@CIN 06/02/2026 07:10PM ET,KC,0
,,,,,,,,,,,SP,Steven Zobac (43197783),Steven Zobac,43197783,P,5300,KC@CIN 06/02/2026 07:10PM ET,KC,0
,,,,,,,,,,,RP,Mitch Spence (43197784),Mitch Spence,43197784,P,5300,KC@CIN 06/02/2026 07:10PM ET,KC,-2.4
,,,,,,,,,,,RP,Mason Black (43197785),Mason Black,43197785,P,5300,KC@CIN 06/02/2026 07:10PM ET,KC,3.76
,,,,,,,,,,,RP,Daniel Lynch IV (43197786),Daniel Lynch IV,43197786,P,5300,KC@CIN 06/02/2026 07:10PM ET,KC,3.72
,,,,,,,,,,,RP,Luinder Avila (43197787),Luinder Avila,43197787,P,5300,KC@CIN 06/02/2026 07:10PM ET,KC,5.48
,,,,,,,,,,,1B,Munetaka Murakami (43197386),Munetaka Murakami,43197386,1B,5300,CWS@MIN 06/02/2026 07:40PM ET,CWS,9.74
,,,,,,,,,,,C,Shea Langeliers (43197082),Shea Langeliers,43197082,C,5300,ATH@CHC 06/02/2026 08:05PM ET,ATH,9.34
,,,,,,,,,,,OF,Jackson Chourio (43197086),Jackson Chourio,43197086,OF,5200,SF@MIL 06/02/2026 07:40PM ET,MIL,8.78
,,,,,,,,,,,3B,Jose Ramirez (43197085),Jose Ramirez,43197085,3B,5200,CLE@NYY 06/02/2026 07:05PM ET,CLE,8.84
,,,,,,,,,,,OF,Julio Rodriguez (43197087),Julio Rodriguez,43197087,OF,5100,NYM@SEA 06/02/2026 09:40PM ET,SEA,8.05
,,,,,,,,,,,OF,Christian Yelich (43197088),Christian Yelich,43197088,OF,5100,SF@MIL 06/02/2026 07:40PM ET,MIL,8.55
,,,,,,,,,,,1B,Freddie Freeman (43197089),Freddie Freeman,43197089,1B,5000,LAD@ARI 06/02/2026 09:40PM ET,LAD,7.93
,,,,,,,,,,,OF,Randy Arozarena (43197091),Randy Arozarena,43197091,OF,5000,NYM@SEA 06/02/2026 09:40PM ET,SEA,9
,,,,,,,,,,,SP,Tomoyuki Sugano (43197063),Tomoyuki Sugano,43197063,P,5000,COL@LAA 06/02/2026 09:38PM ET,COL,10.26
,,,,,,,,,,,SP,Chase Dollander (43197788),Chase Dollander,43197788,P,5000,COL@LAA 06/02/2026 09:38PM ET,COL,13.1
,,,,,,,,,,,RP,Valente Bellozo (43197789),Valente Bellozo,43197789,P,5000,COL@LAA 06/02/2026 09:38PM ET,COL,3.73
,,,,,,,,,,,RP,Blas Castano (43197790),Blas Castano,43197790,P,5000,COL@LAA 06/02/2026 09:38PM ET,COL,4.39
,,,,,,,,,,,SP,McCade Brown (43197791),McCade Brown,43197791,P,5000,COL@LAA 06/02/2026 09:38PM ET,COL,0
,,,,,,,,,,,SP,Michael Lorenzen (43197792),Michael Lorenzen,43197792,P,5000,COL@LAA 06/02/2026 09:38PM ET,COL,4.95
,,,,,,,,,,,SP,Kyle Freeland (43197793),Kyle Freeland,43197793,P,5000,COL@LAA 06/02/2026 09:38PM ET,COL,5.44
,,,,,,,,,,,SP,Antonio Senzatela (43197794),Antonio Senzatela,43197794,P,5000,COL@LAA 06/02/2026 09:38PM ET,COL,7.11
,,,,,,,,,,,RP,Jose Quintana (43197795),Jose Quintana,43197795,P,5000,COL@LAA 06/02/2026 09:38PM ET,COL,6.05
,,,,,,,,,,,OF,Jordan Walker (43197090),Jordan Walker,43197090,OF,5000,TEX@STL 06/02/2026 07:45PM ET,STL,9.79
,,,,,,,,,,,1B,Matt Olson (43197093),Matt Olson,43197093,1B,4900,TOR@ATL 06/02/2026 07:15PM ET,ATL,9.43
,,,,,,,,,,,OF,Pete Crow-Armstrong (43197094),Pete Crow-Armstrong,43197094,OF,4900,ATH@CHC 06/02/2026 08:05PM ET,CHC,7.78
,,,,,,,,,,,OF,Cody Bellinger (43197092),Cody Bellinger,43197092,OF,4900,CLE@NYY 06/02/2026 07:05PM ET,NYY,8.95
,,,,,,,,,,,OF,Kyle Tucker (43197095),Kyle Tucker,43197095,OF,4800,LAD@ARI 06/02/2026 09:40PM ET,LAD,7.54
,,,,,,,,,,,1B,Vladimir Guerrero Jr. (43197096),Vladimir Guerrero Jr.,43197096,1B,4800,TOR@ATL 06/02/2026 07:15PM ET,TOR,7.52
,,,,,,,,,,,C,Drake Baldwin (43197387),Drake Baldwin,43197387,C,4800,TOR@ATL 06/02/2026 07:15PM ET,ATL,10.15
,,,,,,,,,,,3B,Sal Stewart (43197097),Sal Stewart,43197097,3B,4800,KC@CIN 06/02/2026 07:10PM ET,CIN,9.08
,,,,,,,,,,,1B/3B,Miguel Vargas (43197098),Miguel Vargas,43197098,1B/3B,4700,CWS@MIN 06/02/2026 07:40PM ET,CWS,9.80
,,,,,,,,,,,C,Ryan Jeffers (43197389),Ryan Jeffers,43197389,C,4700,CWS@MIN 06/02/2026 07:40PM ET,MIN,8.92
,,,,,,,,,,,SS,Zach Neto (43197102),Zach Neto,43197102,SS,4700,COL@LAA 06/02/2026 09:38PM ET,LAA,8.68
,,,,,,,,,,,OF,Mickey Moniak (43197388),Mickey Moniak,43197388,OF,4700,COL@LAA 06/02/2026 09:38PM ET,COL,8.54
,,,,,,,,,,,C,William Contreras (43197101),William Contreras,43197101,C,4700,SF@MIL 06/02/2026 07:40PM ET,MIL,7.91
,,,,,,,,,,,OF,Seiya Suzuki (43197100),Seiya Suzuki,43197100,OF,4700,ATH@CHC 06/02/2026 08:05PM ET,CHC,7.04
,,,,,,,,,,,3B,Max Muncy (43197103),Max Muncy,43197103,3B,4600,LAD@ARI 06/02/2026 09:40PM ET,LAD,7.76
,,,,,,,,,,,OF,Ryan O'Hearn (43197107),Ryan O'Hearn,43197107,OF,4600,PIT@HOU 06/02/2026 08:10PM ET,PIT,8.33
,,,,,,,,,,,2B,JJ Wetherholt (43197106),JJ Wetherholt,43197106,2B,4600,TEX@STL 06/02/2026 07:45PM ET,STL,8.42
,,,,,,,,,,,1B/OF,Jake Bauers (43197104),Jake Bauers,43197104,1B/OF,4600,SF@MIL 06/02/2026 07:40PM ET,MIL,8.48
,,,,,,,,,,,SS,Mookie Betts (43197108),Mookie Betts,43197108,SS,4500,LAD@ARI 06/02/2026 09:40PM ET,LAD,7.15
,,,,,,,,,,,OF,George Springer (43197109),George Springer,43197109,OF,4500,TOR@ATL 06/02/2026 07:15PM ET,TOR,6.48
,,,,,,,,,,,1B,Josh Naylor (43197110),Josh Naylor,43197110,1B,4500,NYM@SEA 06/02/2026 09:40PM ET,SEA,7.32
,,,,,,,,,,,SS,Francisco Lindor (43197391),Francisco Lindor,43197391,SS,4500,NYM@SEA 06/02/2026 09:40PM ET,NYM,6.79
,,,,,,,,,,,SS,Corey Seager (43197390),Corey Seager,43197390,SS,4500,TEX@STL 06/02/2026 07:45PM ET,TEX,6.71
,,,,,,,,,,,2B,Jazz Chisholm Jr. (43197111),Jazz Chisholm Jr.,43197111,2B,4500,CLE@NYY 06/02/2026 07:05PM ET,NYY,7.55
,,,,,,,,,,,2B,Ozzie Albies (43197115),Ozzie Albies,43197115,2B,4400,TOR@ATL 06/02/2026 07:15PM ET,ATL,7.52
,,,,,,,,,,,3B/SS,Colson Montgomery (43197112),Colson Montgomery,43197112,3B/SS,4400,CWS@MIN 06/02/2026 07:40PM ET,CWS,7.97
,,,,,,,,,,,C,Cal Raleigh (43197393),Cal Raleigh,43197393,C,4400,NYM@SEA 06/02/2026 09:40PM ET,SEA,6.07
,,,,,,,,,,,OF,Casey Schmitt (43197116),Casey Schmitt,43197116,OF,4400,SF@MIL 06/02/2026 07:40PM ET,SF,8.77
,,,,,,,,,,,OF,Brent Rooker (43197114),Brent Rooker,43197114,OF,4400,ATH@CHC 06/02/2026 08:05PM ET,ATH,6.88
,,,,,,,,,,,1B,Michael Busch (43197117),Michael Busch,43197117,1B,4400,ATH@CHC 06/02/2026 08:05PM ET,CHC,7.49
,,,,,,,,,,,OF,Giancarlo Stanton (43197392),Giancarlo Stanton,43197392,OF,4400,CLE@NYY 06/02/2026 07:05PM ET,NYY,6.79
,,,,,,,,,,,OF,Bryan Reynolds (43197119),Bryan Reynolds,43197119,OF,4300,PIT@HOU 06/02/2026 08:10PM ET,PIT,8.55
,,,,,,,,,,,1B,Christian Walker (43197122),Christian Walker,43197122,1B,4300,PIT@HOU 06/02/2026 08:10PM ET,HOU,8.42
,,,,,,,,,,,SS,Bo Bichette (43197121),Bo Bichette,43197121,SS,4300,NYM@SEA 06/02/2026 09:40PM ET,NYM,5.97
,,,,,,,,,,,2B,Nico Hoerner (43197118),Nico Hoerner,43197118,2B,4300,ATH@CHC 06/02/2026 08:05PM ET,CHC,7.88
,,,,,,,,,,,OF,Tyler Soderstrom (43197120),Tyler Soderstrom,43197120,OF,4300,ATH@CHC 06/02/2026 08:05PM ET,ATH,7.04
,,,,,,,,,,,OF,Teoscar Hernandez (43197395),Teoscar Hernandez,43197395,OF,4200,LAD@ARI 06/02/2026 09:40PM ET,LAD,7.63
,,,,,,,,,,,OF,Michael Harris II (43197126),Michael Harris II,43197126,OF,4200,TOR@ATL 06/02/2026 07:15PM ET,ATL,8.02
,,,,,,,,,,,OF,Sam Antonacci (43197127),Sam Antonacci,43197127,OF,4200,CWS@MIN 06/02/2026 07:40PM ET,CWS,7.14
,,,,,,,,,,,SS,Konnor Griffin (43197394),Konnor Griffin,43197394,SS,4200,PIT@HOU 06/02/2026 08:10PM ET,PIT,8.18
,,,,,,,,,,,OF,Luke Raley (43197129),Luke Raley,43197129,OF,4200,NYM@SEA 06/02/2026 09:40PM ET,SEA,6.73
,,,,,,,,,,,C,Hunter Goodman (43197123),Hunter Goodman,43197123,C,4200,COL@LAA 06/02/2026 09:38PM ET,COL,8.06
,,,,,,,,,,,OF,Garrett Mitchell (43197125),Garrett Mitchell,43197125,OF,4200,SF@MIL 06/02/2026 07:40PM ET,MIL,6.74
,,,,,,,,,,,1B,Rafael Devers (43197128),Rafael Devers,43197128,1B,4200,SF@MIL 06/02/2026 07:40PM ET,SF,6.87
,,,,,,,,,,,3B,Alex Bregman (43197124),Alex Bregman,43197124,3B,4200,ATH@CHC 06/02/2026 08:05PM ET,CHC,6.80
,,,,,,,,,,,2B,Travis Bazzana (43197130),Travis Bazzana,43197130,2B,4200,CLE@NYY 06/02/2026 07:05PM ET,CLE,8.5
,,,,,,,,,,,SS,Geraldo Perdomo (43197135),Geraldo Perdomo,43197135,SS,4100,LAD@ARI 06/02/2026 09:40PM ET,ARI,6.91
,,,,,,,,,,,1B/2B,Spencer Steer (43197136),Spencer Steer,43197136,1B/2B,4100,KC@CIN 06/02/2026 07:10PM ET,CIN,7.18
,,,,,,,,,,,3B,Maikel Garcia (43197138),Maikel Garcia,43197138,3B,4100,KC@CIN 06/02/2026 07:10PM ET,KC,7.04
,,,,,,,,,,,C,Ivan Herrera (43197131),Ivan Herrera,43197131,C,4100,TEX@STL 06/02/2026 07:45PM ET,STL,8.07
,,,,,,,,,,,OF,Ian Happ (43197134),Ian Happ,43197134,OF,4100,ATH@CHC 06/02/2026 08:05PM ET,CHC,8.77
,,,,,,,,,,,1B,Paul Goldschmidt (43197132),Paul Goldschmidt,43197132,1B,4100,CLE@NYY 06/02/2026 07:05PM ET,NYY,7.47
,,,,,,,,,,,OF,Angel Martinez (43197133),Angel Martinez,43197133,OF,4100,CLE@NYY 06/02/2026 07:05PM ET,CLE,7.04
,,,,,,,,,,,C,Dalton Rushing (43197141),Dalton Rushing,43197141,C,4000,LAD@ARI 06/02/2026 09:40PM ET,LAD,6.55
,,,,,,,,,,,1B/2B,Ildemaro Vargas (43197148),Ildemaro Vargas,43197148,1B/2B,4000,LAD@ARI 06/02/2026 09:40PM ET,ARI,7.86
,,,,,,,,,,,SP,Dylan Ray (43197796),Dylan Ray,43197796,P,4000,LAD@ARI 06/02/2026 09:40PM ET,ARI,0
,,,,,,,,,,,RP,Jake Cousins (43197797),Jake Cousins,43197797,P,4000,LAD@ARI 06/02/2026 09:40PM ET,LAD,0
,,,,,,,,,,,SP,Kohl Drake (43197809),Kohl Drake,43197809,P,4000,LAD@ARI 06/02/2026 09:40PM ET,ARI,0
,,,,,,,,,,,RP,Ronan Kopp (43197811),Ronan Kopp,43197811,P,4000,LAD@ARI 06/02/2026 09:40PM ET,LAD,0
,,,,,,,,,,,SP,Mitch Bratt (43197813),Mitch Bratt,43197813,P,4000,LAD@ARI 06/02/2026 09:40PM ET,ARI,0
,,,,,,,,,,,RP,Brusdar Graterol (43197814),Brusdar Graterol,43197814,P,4000,LAD@ARI 06/02/2026 09:40PM ET,LAD,0
,,,,,,,,,,,RP,Blake Walston (43197831),Blake Walston,43197831,P,4000,LAD@ARI 06/02/2026 09:40PM ET,ARI,0
,,,,,,,,,,,RP,Kevin Ginkel (43197845),Kevin Ginkel,43197845,P,4000,LAD@ARI 06/02/2026 09:40PM ET,ARI,3.26
,,,,,,,,,,,RP,Taylor Rashi (43197857),Taylor Rashi,43197857,P,4000,LAD@ARI 06/02/2026 09:40PM ET,ARI,3.28
,,,,,,,,,,,RP,Drey Jameson (43197858),Drey Jameson,43197858,P,4000,LAD@ARI 06/02/2026 09:40PM ET,ARI,0
,,,,,,,,,,,RP,Jack Dreyer (43197860),Jack Dreyer,43197860,P,4000,LAD@ARI 06/02/2026 09:40PM ET,LAD,3.74
,,,,,,,,,,,RP,Jonathan Hernandez (43197871),Jonathan Hernandez,43197871,P,4000,LAD@ARI 06/02/2026 09:40PM ET,LAD,5.08
,,,,,,,,,,,RP,Edgardo Henriquez (43197875),Edgardo Henriquez,43197875,P,4000,LAD@ARI 06/02/2026 09:40PM ET,LAD,3.11
,,,,,,,,,,,SP,Cristian Mena (43197882),Cristian Mena,43197882,P,4000,LAD@ARI 06/02/2026 09:40PM ET,ARI,0
,,,,,,,,,,,RP,Brock Stewart (43197891),Brock Stewart,43197891,P,4000,LAD@ARI 06/02/2026 09:40PM ET,LAD,4.95
,,,,,,,,,,,RP,Paul Sewald (43197894),Paul Sewald,43197894,P,4000,LAD@ARI 06/02/2026 09:40PM ET,ARI,2.96
,,,,,,,,,,,RP,Edwin Diaz (43197897),Edwin Diaz,43197897,P,4000,LAD@ARI 06/02/2026 09:40PM ET,LAD,2.07
,,,,,,,,,,,RP,Charlie Barnes (43197901),Charlie Barnes,43197901,P,4000,LAD@ARI 06/02/2026 09:40PM ET,LAD,1.08
,,,,,,,,,,,RP,Philip Abner (43197912),Philip Abner,43197912,P,4000,LAD@ARI 06/02/2026 09:40PM ET,ARI,2.05
,,,,,,,,,,,RP,Wyatt Mills (43197934),Wyatt Mills,43197934,P,4000,LAD@ARI 06/02/2026 09:40PM ET,LAD,-0.78
,,,,,,,,,,,RP,Taylor Clarke (43197936),Taylor Clarke,43197936,P,4000,LAD@ARI 06/02/2026 09:40PM ET,ARI,2.45
,,,,,,,,,,,RP,Ben Casparius (43197958),Ben Casparius,43197958,P,4000,LAD@ARI 06/02/2026 09:40PM ET,LAD,0.5
,,,,,,,,,,,RP,Jake Eder (43197975),Jake Eder,43197975,P,4000,LAD@ARI 06/02/2026 09:40PM ET,LAD,2.65
,,,,,,,,,,,RP,Kade Strowd (43197979),Kade Strowd,43197979,P,4000,LAD@ARI 06/02/2026 09:40PM ET,ARI,0
